date,elevation,siteID,aspect,transect,scan_file,position_m,depth_m,amplitude_dB,pixel_count,sample_no,sample_depth_cm,soil_depth_cm,dry_root_mass_g,rock_mass_g,dry_soil_mass_g,root_to_soil_ratio,root_to_soil_and_rock_ratio
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,18,0.07,1.6,155,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,18.08,0.05,7.4,866,10,7,26,0.55,247.01,110.86,0.004961212,0.001536871
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,18.28,0.08,1.4,221,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,18.7,0.09,1.6,326,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,18.76,0.05,5.6,1514,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,19.02,0.06,2.3,274,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,19.07,0.02,10.5,408,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,19.14,0.07,1.9,497,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,19.18,0.04,6.3,2143,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,19.3,0.13,1.4,319,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,19.48,0.04,5.7,973,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,1,ROOT_PFTC7_SITE1_(nogp)_0001,19.7,0.07,3.6,668,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,2,ROOT_PFTC7_SITE1_(nogp)_0002,0.06,0.07,3.7,1211,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,2,ROOT_PFTC7_SITE1_(nogp)_0002,0.14,0.07,2.3,580,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,2,ROOT_PFTC7_SITE1_(nogp)_0002,0.34,0.03,22.1,2212,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,2,ROOT_PFTC7_SITE1_(nogp)_0002,0.47,0.09,1.3,152,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,2,ROOT_PFTC7_SITE1_(nogp)_0002,0.58,0.1,4.2,1495,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,2,ROOT_PFTC7_SITE1_(nogp)_0002,0.69,0.08,3.8,844,NA,NA,NA,NA,NA,NA,NA,NA
14/12/2023,2000,1,W,2,ROOT_PFTC7_SITE1_(nogp)_0002,1.06,0.09,1.8,394,1,10,30,4.85,128.53,122.72,0.03952086,0.019303483
