"","Group","elevation","SRL","RTD","RDMC","RD","BI"
"177","CUT",2800,150.558524935289,0.0793994268457491,0.000298711340206186,0.268524,1.980546
"178","CUT",2800,13.7776901394422,1.03376344516701,0.0052565445026178,0.250269,1.404632
"179","CUT",2600,39.5593238416175,0.327063135336328,0.000401013513513513,0.262359,1.390636
"180","CUT",2600,76.2740121869783,0.109935828921105,0.000373596673596674,0.318444,1.50878
"181","CUT",2600,87.8306240952381,0.127373264148058,0.000345394736842105,0.282473,1.733857
"182","CUT",2600,102.113845759369,0.125163766728758,0.0004225,0.265909,1.541382
"183","CUT",2600,120.731415209125,0.162489867037157,0.000330125523012552,0.218734,1.342682
"184","CUT",2400,124.414303529412,0.107360870758131,0.000430379746835443,0.239875,2.504283
"185","CUT",2400,47.1086694035088,0.207374378422587,0.000494791666666667,0.287744,2.347689
"186","CUT",2400,74.9630226923077,0.242531494486905,0.000414012738853503,0.225885,2.289334
"187","CUT",2400,77.4469985595568,0.207958285941215,0.000413990825688073,0.234339,2.197553
"188","CUT",2400,85.3410618444846,0.167772707482277,0.000435433070866142,0.245409,2.117518
"189","GIMP",2200,93.2110619858156,0.193420676349306,0.000792134831460674,0.220144,1.301857
"190","GIMP",2200,60.9470679552716,0.192707698125201,0.000299808429118774,0.268941,1.397536
"191","GIMP",2200,78.4701246448087,0.196915608598571,0.000347248576850095,0.240895,1.587044
"192","GIMP",2200,126.01556676259,0.374550031355766,0.000463333333333333,0.1478,1.612225
"193","GIMP",2200,128.673272173913,0.0756213079540333,0.000161971830985915,0.309553,1.836468
"194","GIMP",2800,72.4706963396035,0.156364472436962,0.000230597889800703,0.27576,1.525782
"195","GIMP",2800,48.2230917828107,0.274317112876426,0.000355051546391753,0.257089,1.222902
"196","GIMP",2600,79.1336896583564,0.204821157182044,0.000342721518987342,0.243652,1.218178
"197","GIMP",2400,137.880807298137,0.256565619784651,0.000235036496350365,0.168066,1.542875
"198","GIMP",2400,66.6891786450663,0.289361913937715,1.7374616171955e-05,0.226874,1.49066
"199","GIMP",2200,63.7543378082192,0.402064994797802,0.000443768996960486,0.193476,0.793929
"200","GIMP",2200,65.5787783229814,0.216063143259231,0.000414414414414414,0.249014,1.435853
"201","GIMP",2200,56.383971754386,0.322013118452887,0.000443234836702955,0.20641,1.583752
"202","GIMP",2200,51.475418013468,0.32831945673278,0.000424285714285714,0.226335,0.993577
"203","GIMP",2200,28.8844663533835,0.229724200897026,0.000420886075949367,0.346882,1.526694
"204","GIMP",2800,62.0921590500346,0.168518331614119,0.000355491803278689,0.290635,1.125166
"205","GIMP",2800,124.807548144953,0.156477831182157,0.000298711340206186,0.220521,0.953323
"206","GIMP",2600,26.6202783487784,0.664114534748045,0.000401013513513513,0.235431,1.076008
"207","GIMP",2600,93.0532368391764,0.170699472578526,0.000373596673596674,0.242158,0.864746
"208","GIMP",2600,120.451923047619,0.174465078438502,0.000345394736842105,0.221407,0.785929
