"","source","ID","Number.of.Root.Tips","Number.of.Branch.Points","Total.Root.Length.mm","Network.Area.mm2","Median.Diameter.mm","Maximum.Diameter.mm","Perimeter.mm","Volume.mm3","Surface.Area.mm2","Computation.Time.s","Root.Length.Diameter.Range.1.mm","Root.Length.Diameter.Range.2.mm","Root.Length.Diameter.Range.3.mm","Root.Length.Diameter.Range.4.mm","Root.Length.Diameter.Range.5.mm","Root.Length.Diameter.Range.6.mm","Root.Length.Diameter.Range.7.mm","Root.Length.Diameter.Range.8.mm","Root.Length.Diameter.Range.9.mm","Projected.Area.Diameter.Range.1.mm2","Projected.Area.Diameter.Range.2.mm2","Projected.Area.Diameter.Range.3.mm2","Projected.Area.Diameter.Range.4.mm2","Projected.Area.Diameter.Range.5.mm2","Projected.Area.Diameter.Range.6.mm2","Projected.Area.Diameter.Range.7.mm2","Projected.Area.Diameter.Range.8.mm2","Projected.Area.Diameter.Range.9.mm2","Surface.Area.Diameter.Range.1.mm2","Surface.Area.Diameter.Range.2.mm2","Surface.Area.Diameter.Range.3.mm2","Surface.Area.Diameter.Range.4.mm2","Surface.Area.Diameter.Range.5.mm2","Surface.Area.Diameter.Range.6.mm2","Surface.Area.Diameter.Range.7.mm2","Surface.Area.Diameter.Range.8.mm2","Surface.Area.Diameter.Range.9.mm2","Volume.Diameter.Range.1.mm3","Volume.Diameter.Range.2.mm3","Volume.Diameter.Range.3.mm3","Volume.Diameter.Range.4.mm3","Volume.Diameter.Range.5.mm3","Volume.Diameter.Range.6.mm3","Volume.Diameter.Range.7.mm3","Volume.Diameter.Range.8.mm3","Volume.Diameter.Range.9.mm3","RD","BI","SRL","RTD","RDMC"
"168","RootPainter","FEG8108",170,325,802.913315,177.492477,0.239473,0.83387,1524.049455,46.825722,634.510234,3.079,470.320777,304.840778,26.183665,1.568096,0,0,0,0,0,88.178401,97.252277,15.233216,1.220816,0,0,0,0,0,277.020618,305.797751,47.856559,3.835306,0,0,0,0,0,13.549052,25.491313,7.038295,0.747063,0,0,0,0,0,0.251685,0.404776,84.6954973628692,0.202452831373321,356.390977443609
"169","RootPainter","FBS3237",153,371,821.734718,217.659063,0.254,1.129594,1515.437951,77.562611,802.091146,4.35,334.40162,394.409529,74.095419,17.330195,1.497956,0,0,0,0,63.137426,132.411974,43.842341,14.332853,1.543328,0,0,0,0,198.352073,416.127802,137.734776,45.027987,4.848508,0,0,0,0,9.803012,36.489198,20.650759,9.369882,1.249762,0,0,0,0,0.312116,0.451484,56.2831998630137,0.18823502473376,443.768996960486
"170","RootPainter","FCM1008",331,782,1556.334871,394.794909,0.254,1.590742,2846.494052,145.213469,1485.250479,4.055,671.194664,728.858931,116.656369,32.145401,4.451533,2.534499,0.493473,0,0,121.031917,247.618482,68.13345,26.831203,4.824318,3.469416,0.759748,0,0,380.232981,778.23489,214.047544,84.29271,15.156043,10.899493,2.386818,0,0,18.125051,68.965878,31.635753,17.706841,4.119856,3.741118,0.918973,0,0,0.306359,0.502463,48.3333810869565,0.221742516184914,414.414414414414
"171","RootPainter","FBK1070",250,504,1179.061228,281.307681,0.239473,1.419272,2205.193683,90.930101,1030.607053,3.85,604.082393,483.677728,72.108245,14.480065,3.990121,0.722675,0,0,0,111.425876,157.217393,42.049233,12.039837,4.297404,0.969306,0,0,0,350.102487,493.960781,132.173662,37.824264,13.500694,3.045165,0,0,0,16.900115,41.906147,19.536412,7.918183,3.64674,1.022503,0,0,0,0.279577,0.427459,41.3705694035088,0.313427563442385,443.234836702955
"172","RootPainter","FBO8536",250,558,1316.542072,325.053113,0.254,1.289604,2455.750828,113.084877,1191.854908,4.331,667.159842,518.312714,91.961635,33.792147,4.949261,0.366473,0,0,0,121.680716,168.495799,55.485154,27.849926,5.371741,0.465451,0,0,0,382.271245,529.44071,174.311752,87.493122,16.875823,1.462257,0,0,0,18.271813,44.950749,26.649794,18.153142,4.595026,0.464353,0,0,0,0.289672,0.423838,44.3280158922559,0.262634587293224,424.285714285714
"173","RootPainter","FBG3400",155,374,641.165877,173.460227,0.26774,1.354667,1109.091616,80.21192,685.087677,1.476,266.75883,252.919907,88.333732,23.64014,7.634313,1.878956,0,0,0,46.535705,87.275622,53.541407,19.994856,8.256524,2.431782,0,0,0,146.196228,274.220059,168.277391,62.815694,25.938635,7.63967,0,0,0,6.752563,24.743015,25.823119,13.382075,7.03813,2.473017,0,0,0,0.343326,0.583312,24.1039803383459,0.331621534554964,420.886075949367
"174","RootPainter","FFH9263",248,480,1908.682086,565.007831,0.30527,1.250088,3598.216169,203.127241,2026.955016,5.189,551.955961,1108.203597,213.798015,31.287733,3.394446,0.042333,0,0,0,109.423339,381.666243,124.501377,25.839718,3.64019,0.05292,0,0,0,343.763559,1199.278728,391.132613,81.177869,11.435993,0.166254,0,0,0,17.673361,107.837535,57.631535,16.858826,3.074024,0.051958,0,0,0,0.339084,0.251482,60.134911342155,0.156256737617974,260.16393442623
"175","RootPainter","FBF4179",393,1063,2383.898058,615.237121,0.254,1.561176,4326.428524,231.779959,2308.938534,4.643,1106.340606,971.110927,237.475202,57.041531,8.88854,2.734648,0.306605,0,0,205.513604,328.465776,139.501245,47.499532,9.795306,3.600964,0.472375,0,0,645.640029,1032.248607,438.256085,149.224182,30.772861,11.312761,1.484009,0,0,31.343823,91.216513,65.126054,31.281135,8.508244,3.732517,0.571672,0,0,0.310761,0.445908,54.9665219737146,0.187117126895341,355.491803278689
"176","RootPainter","FFC7215",194,382,900.798092,232.108855,0.254,1.439333,1653.151522,81.179114,862.026212,1.934,357.093194,461.358947,61.809941,16.588222,2.868911,1.078877,0,0,0,70.525619,149.125307,36.235592,13.944006,3.107938,1.437797,0,0,0,221.562765,468.538741,113.83747,43.806387,9.763875,4.516973,0,0,0,11.357638,39.511489,16.883425,9.266305,2.651777,1.508479,0,0,0,0.306958,0.424068,83.1761857802401,0.133408699188316,384.042553191489
"177","RootPainter","FCH5965",247,447,1303.539685,308.364975,0.254,1.019522,2449.667091,89.067164,1115.78327,6.358,644.249515,594.564214,60.668703,3.88792,0.169333,0,0,0,0,123.320531,193.139289,35.351614,3.100119,0.172192,0,0,0,0,387.422873,606.908289,111.17184,9.739312,0.540956,0,0,0,0,19.237042,51.352094,16.38914,1.951366,0.137522,0,0,0,0,0.273399,0.342912,112.471068593615,0.130126518904318,298.711340206186
"178","RootPainter","FET3274",214,444,1137.416052,247.497713,0.239473,1.100667,2136.070561,66.006879,898.554412,4.142,667.206732,429.824905,34.970733,5.064744,0.348938,0,0,0,0,128.835271,132.425689,20.12825,4.229411,0.369719,0,0,0,0,404.747941,416.123118,63.234761,13.287086,1.161506,0,0,0,0,20.250786,33.454689,9.202123,2.791429,0.307852,0,0,0,0,0.252849,0.390358,113.288451394422,0.152105358594519,525.65445026178
"179","RootPainter","FCX5914",231,456,1095.216982,241.051489,0.239473,0.965349,2070.085319,65.49297,872.78178,2.478,649.617339,399.902288,43.564399,2.132956,0,0,0,0,0,121.174527,130.378619,24.503333,1.748452,0,0,0,0,0,380.712853,409.596513,76.979492,5.492923,0,0,0,0,0,18.544785,34.87443,10.941425,1.13233,0,0,0,0,0,0.255433,0.416356,92.267648020219,0.18124082630548,401.013513513514
"180","RootPainter","FCT4052",295,530,1353.774059,341.886413,0.254,1.295151,2538.630411,112.656251,1242.446096,2.935,634.782319,592.299273,109.130578,14.004126,3.395692,0.16207,0,0,0,119.060463,197.552629,63.160812,11.736197,3.758386,0.206375,0,0,0,374.064653,620.629887,198.425544,36.870349,11.807318,0.648345,0,0,0,18.348186,54.062765,28.990235,7.771807,3.276819,0.206439,0,0,0,0.293154,0.391498,75.3352286588759,0.159511787765776,373.596673596674
"181","RootPainter","FCP0847",237,383,1049.86903,251.223512,0.254,1.25866,1976.579126,74.93593,913.947415,2.95,488.862135,505.841097,48.553502,4.33906,2.188569,0.084667,0,0,0,93.664412,163.704371,27.272515,3.583913,2.491278,0.106567,0,0,0,294.271354,514.435768,85.819726,11.259196,7.826581,0.334789,0,0,0,14.661925,43.394264,12.197953,2.341962,2.23448,0.105346,0,0,0,0.278884,0.364807,99.9875266666667,0.140119699588702,345.394736842105
"182","RootPainter","FEP9413",188,392,949.364572,219.985223,0.254,1.100667,1746.1659,64.238945,811.846791,2.302,440.838851,471.450356,33.8212,2.676026,0.57814,0,0,0,0,82.682967,153.726771,19.170232,2.159692,0.606282,0,0,0,0,259.756202,483.090213,60.310816,6.784871,1.90469,0,0,0,0,12.701534,40.993212,8.667231,1.377287,0.49968,0,0,0,0,0.274748,0.412908,93.6256974358974,0.157848171385754,422.5
"183","RootPainter","FFO5284",206,350,1189.621186,249.854339,0.239473,0.780588,2294.106426,58.421813,883.39182,3.505,761.812936,410.623107,17.058143,0.127,0,0,0,0,0,145.569304,125.917483,9.577989,0.097161,0,0,0,0,0,457.319456,395.676984,30.090139,0.305242,0,0,0,0,0,22.609569,31.484944,4.268908,0.058393,0,0,0,0,0,0.237189,0.294211,150.775815716096,0.135052296305834,330.125523012552
"184","RootPainter","FEH0081",170,393,857.687413,194.429719,0.239473,1.317104,1576.524059,64.205967,727.278451,2.05,489.166978,300.798871,53.475473,10.921786,2.975367,0.348938,0,0,0,87.094696,99.61758,31.858988,9.141534,3.270198,0.444438,0,0,0,273.616056,313.099831,100.173717,28.718975,10.27363,1.396242,0,0,0,12.771564,26.985918,15.111855,6.056947,2.834938,0.444745,0,0,0,0.272998,0.458209,84.0870012745098,0.158863739253394,430.379746835443
"185","RootPainter","FED1194",116,238,536.457227,133.186114,0.254,1.17927,996.177651,44.263995,490.59479,2.654,251.463216,233.86462,44.062946,6.002094,1.06435,0,0,0,0,47.218036,76.939936,25.835422,4.975462,1.141002,0,0,0,0,148.339836,241.875142,81.164373,15.630874,3.584564,0,0,0,0,7.280599,20.714468,12.046656,3.259367,0.962905,0,0,0,0,0.292776,0.443651,37.6461211929825,0.321932080464043,494.791666666667
"186","RootPainter","FDZ1151",281,475,1140.441533,243.538939,0.239473,0.900019,2183.127833,63.558866,879.085216,3.89,670.561551,439.276631,28.392991,2.210359,0,0,0,0,0,120.340091,141.442492,16.131079,1.774435,0,0,0,0,0,378.059545,444.773837,50.67728,5.574553,0,0,0,0,0,17.846681,37.301137,7.289623,1.121426,0,0,0,0,0,0.246726,0.416505,87.7262717692308,0.204534800856894,414.012738853503
"187","RootPainter","FDV4335",241,487,1325.862079,290.418774,0.239473,1.185333,2517.458332,79.482784,1047.741259,4.907,764.32844,514.142133,40.553018,5.869077,0.969412,0,0,0,0,137.938829,166.222167,23.256412,4.993287,1.060225,0,0,0,0,433.363535,522.297883,73.062173,15.686874,3.330795,0,0,0,0,20.554292,44.075025,10.58266,3.356665,0.914141,0,0,0,0,0.252789,0.367308,73.4549628254848,0.22709320297588,413.990825688073
"188","RootPainter","FDR6843",263,515,1321.921252,293.551384,0.239473,0.957894,2489.572132,85.149809,1073.262058,4.18,775.449128,462.330424,74.775975,9.365725,0,0,0,0,0,142.269843,148.593553,43.126016,7.576615,0,0,0,0,0,446.953894,466.925604,135.579922,23.802638,0,0,0,0,0,21.361133,39.159617,19.795889,4.833171,0,0,0,0,0,0.260498,0.389584,79.6818114526823,0.194833085297936,435.433070866142
"189","GIMP","FCI1638",1207,1711,1314.275974,213.93864,0.169333,1.070958,2178.366561,72.898101,914.289522,1.887,925.481699,284.904396,97.914346,5.686463,0.28907,0,0,0,0,133.817639,95.127419,57.061338,4.518096,0.299809,0,0,0,0,420.660322,299.06978,179.423526,14.194017,0.941877,0,0,0,0,16.916992,26.415407,26.487098,2.834318,0.244287,0,0,0,0,0.220144,1.301857,93.2110619858156,0.193420676349306,792.134831460674
"190","GIMP","FBW8179",2051,2666,1907.643227,371.300333,0.18932,1.365209,3000.258593,162.422157,1638.021204,3.093,1085.793204,550.215774,228.175274,41.337538,1.465894,0.655544,0,0,0,160.376754,187.756243,136.647411,33.632824,1.589645,0.857085,0,0,0,504.22663,590.426069,429.801715,105.880159,4.994018,2.692613,0,0,0,20.759382,52.524293,65.191163,21.706206,1.360253,0.88086,0,0,0,0.268941,1.397536,60.9470679552716,0.192707698125201,299.808429118774
"191","GIMP","FBC0289",1669,2279,1436.003281,241.96905,0.18932,0.965349,2221.547822,92.933212,1099.577678,1.995,868.839308,451.010103,107.204215,8.949655,0,0,0,0,0,124.999867,155.953349,61.324384,7.193625,0,0,0,0,0,393.044586,490.989181,192.724726,22.819185,0,0,0,0,0,15.875837,44.532657,27.873046,4.651672,0,0,0,0,0,0.240895,1.587044,78.4701246448087,0.196915608598571,347.248576850095
"192","GIMP","FCA5827",1998,2824,1751.616378,186.732601,0.119737,0.542131,3040.384503,37.111197,811.491116,2.28,1547.919313,203.330592,0.366473,0,0,0,0,0,0,197.759633,60.086922,0.192747,0,0,0,0,0,0,621.741595,189.143989,0.605532,0,0,0,0,0,0,22.661471,14.370031,0.079695,0,0,0,0,0,0,0.1478,1.612225,126.01556676259,0.374550031355766,463.333333333333
"193","GIMP","FCF2601",819,1087,591.897052,127.68254,0.26774,1.030014,819.005107,60.829416,596.104681,1.011,227.426304,271.401397,78.666689,13.901925,0.500737,0,0,0,0,39.692618,91.719688,46.444701,11.202597,0.510628,0,0,0,0,124.780241,288.450311,146.075948,35.193995,1.604185,0,0,0,0,5.917422,25.534453,21.845666,7.122895,0.40898,0,0,0,0,0.309553,1.836468,128.673272173913,0.0756213079540333,161.971830985915
"194","GIMP","FBP4231",1619,2175,1425.498597,288.925945,0.239473,1.446785,2196.931523,125.795839,1270.206443,1.85,744.15748,503.288297,148.374271,20.320089,7.282366,2.076096,0,0,0,117.231441,171.99808,87.227935,16.885898,7.90186,2.78889,0,0,0,368.603747,540.861363,274.10674,53.048613,24.824426,8.761555,0,0,0,15.867826,48.376874,40.745106,11.102459,6.754279,2.949295,0,0,0,0.27576,1.525782,72.4706963396035,0.156364472436962,230.597889800703
"195","GIMP","FBM2759",1482,2031,1660.803281,323.515482,0.18932,1.139073,2721.713761,125.548128,1356.877847,2.295,991.203717,490.108015,149.003895,27.33569,3.151964,0,0,0,0,152.135622,164.712129,88.864197,22.650782,3.324341,0,0,0,0,478.119235,517.868777,279.175109,71.271001,10.443725,0,0,0,0,20.202172,45.609273,42.096568,14.882374,2.757741,0,0,0,0,0.257089,1.222902,48.2230917828107,0.274317112876426,355.051546391753
"196","GIMP","FBZ6377",838,1044,857.017859,161.472795,0.18932,0.798744,1426.853957,52.875397,666.389705,1.048,463.692406,363.924972,28.984412,0.41607,0,0,0,0,0,66.57021,128.971165,16.099748,0.320987,0,0,0,0,0,209.16166,405.460449,50.759184,1.008411,0,0,0,0,0,8.4421,37.104233,7.134479,0.194585,0,0,0,0,0,0.243652,1.218178,79.1336896583564,0.204821157182044,342.721518987342
"197","GIMP","FBE2394",1121,1370,887.952399,107.68258,0.169333,1.023031,1508.512783,25.100791,469.148262,1.101,738.803453,144.62001,3.34485,1.022017,0.16207,0,0,0,0,102.048952,44.117273,1.956191,0.891121,0.165654,0,0,0,0,320.825699,138.857049,6.145555,2.79954,0.520418,0,0,0,0,12.455223,10.991837,0.906517,0.614231,0.132982,0,0,0,0,0.168066,1.542875,137.880807298137,0.256565619784651,235.036496350365
"198","GIMP","FCG9760",523,675,452.819523,77.15576,0.18932,0.762,742.612634,23.465424,326.291183,0.876,256.049743,189.319844,6.973998,0.475938,0,0,0,0,0,37.169672,62.427607,3.822391,0.361701,0,0,0,0,0,116.838249,196.308221,12.008397,1.136316,0,0,0,0,0,4.802139,16.78751,1.659881,0.215895,0,0,0,0,0,0.226874,1.49066,66.6891786450663,0.289361913937715,17.374616171955
"199","GIMP","FBS3237",555,739,930.813332,144.77928,0.169333,0.762,1678.774581,36.312537,565.512195,2.104,692.215977,216.299634,21.973581,0.32414,0,0,0,0,0,97.078391,70.105356,12.523159,0.246513,0,0,0,0,0,305.037786,220.357303,39.342663,0.774442,0,0,0,0,0,11.92801,18.581643,5.655639,0.147244,0,0,0,0,0,0.193476,0.793929,63.7543378082192,0.402064994797802,443.768996960486
"200","GIMP","FCM1008",1921,3032,2111.636662,385.404247,0.18932,1.497906,3372.284437,149.030508,1668.903608,2.234,1256.94457,694.46406,117.85395,33.840497,6.701217,1.832367,0,0,0,192.118681,230.84929,69.642276,28.628789,7.222818,2.425595,0,0,0,604.022552,725.568972,218.924648,89.939993,22.82721,7.620232,0,0,0,25.446063,62.910766,32.775372,19.158041,6.211189,2.529077,0,0,0,0.249014,1.435853,65.5787783229814,0.216063143259231,414.414414414414
"201","GIMP","FBK1070",1737,2545,1606.943195,233.022831,0.169333,1.643929,2609.87385,88.505711,1054.380554,1.705,1187.816109,327.786352,53.650609,29.35368,6.277884,1.540289,0.518272,0,0,163.608694,105.12592,32.481675,24.365806,6.868367,2.060621,0.819056,0,0,514.217068,330.947473,102.044192,76.547437,21.577611,6.473633,2.573141,0,0,19.956276,27.79966,15.666782,15.973205,5.92053,2.171826,1.017432,0,0,0.20641,1.583752,56.383971754386,0.322013118452887,443.234836702955
"202","GIMP","FBO8536",1057,1519,1528.819915,265.999468,0.169333,1.129594,2637.406023,90.460676,1088.622907,1.821,1013.637589,409.748117,80.368016,23.807711,1.258482,0,0,0,0,142.92138,134.915405,47.657708,19.549615,1.32395,0,0,0,0,449.073708,424.179755,149.793206,61.416927,4.159311,0,0,0,0,17.679704,36.503422,22.499677,12.682194,1.095681,0,0,0,0,0.226335,0.993577,51.475418013468,0.32831945673278,424.285714285714
"203","GIMP","FBG3400",743,1173,768.326805,178.28459,0.254,1.581704,1066.559594,115.791022,854.888946,0.723,343.606218,247.642037,105.329515,46.066623,17.765046,6.915892,1.001473,0,0,54.624923,84.890979,63.728711,38.481815,19.34122,9.20147,1.540181,0,0,171.682209,266.955191,200.658139,120.894188,60.953325,28.907271,4.838622,0,0,7.421374,23.962586,30.790102,25.41662,16.703035,9.636165,1.861139,0,0,0.346882,1.526694,28.8844663533835,0.229724200897026,420.886075949367
"204","GIMP","FBF4179",2069,3030,2692.936938,584.136825,0.239473,1.338698,4336.697738,257.360725,2481.266457,2.423,1393.520266,922.817531,284.815563,74.018532,15.970757,1.794289,0,0,0,223.756393,314.485671,169.606458,61.848891,17.243387,2.291866,0,0,0,703.122521,989.018332,533.449776,194.30402,54.171699,7.200109,0,0,0,30.886802,88.150351,80.482765,40.873951,14.66674,2.300116,0,0,0,0.290635,1.125166,62.0921590500346,0.168518331614119,355.491803278689
"205","GIMP","FCH5965",1153,1379,1446.519483,250.936774,0.169333,0.883946,2519.318152,74.068,1008.641249,2.512,975.253717,409.887152,57.649756,3.728858,0,0,0,0,0,147.797963,136.821771,33.351941,2.953901,0,0,0,0,0,464.412455,430.098528,104.850314,9.279952,0,0,0,0,0,19.369589,37.519303,15.338329,1.840779,0,0,0,0,0,0.220521,0.953323,124.807548144953,0.156477831182157,298.711340206186
"206","GIMP","FCX5914",304,340,315.982704,57.713146,0.18932,0.83387,534.013928,17.873423,236.336561,0.892,178.904258,127.775598,8.971444,0.331403,0,0,0,0,0,26.421397,43.482142,5.012123,0.256845,0,0,0,0,0,83.005268,136.778344,15.746048,0.806902,0,0,0,0,0,3.435888,12.060257,2.220762,0.156515,0,0,0,0,0,0.235431,1.076008,26.6202783487784,0.664114534748045,401.013513513514
"207","GIMP","FCT4052",1172,1446,1672.166666,319.00653,0.18932,1.325243,2897.160394,105.272733,1280.246644,1.338,1063.160075,496.323022,96.041496,15.161653,1.02928,0.45114,0,0,0,168.47025,169.22925,55.343082,12.560469,1.145601,0.58004,0,0,0,529.2649,532.03758,174.063025,39.459876,3.599012,1.82225,0,0,0,22.669281,47.423836,25.371775,8.215699,1.006178,0.585964,0,0,0,0.242158,0.864746,93.0532368391764,0.170699472578526,373.596673596674
"208","GIMP","FCP0847",814,994,1264.745192,225.130374,0.18932,0.946602,2249.086086,60.183964,879.553142,1.361,845.638702,381.901116,35.45041,1.754964,0,0,0,0,0,137.209668,121.095351,20.084044,1.422253,0,0,0,0,0,431.152284,380.664019,63.2687,4.468139,0,0,0,0,0,18.757867,31.438954,9.077387,0.909757,0,0,0,0,0,0.221407,0.785929,120.451923047619,0.174465078438502,345.394736842105
