File.Name,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Root.Length.Diameter.Range.4.mm,Root.Length.Diameter.Range.5.mm,Root.Length.Diameter.Range.6.mm,Root.Length.Diameter.Range.7.mm,Root.Length.Diameter.Range.8.mm,Root.Length.Diameter.Range.9.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Projected.Area.Diameter.Range.4.mm2,Projected.Area.Diameter.Range.5.mm2,Projected.Area.Diameter.Range.6.mm2,Projected.Area.Diameter.Range.7.mm2,Projected.Area.Diameter.Range.8.mm2,Projected.Area.Diameter.Range.9.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.4.mm2,Surface.Area.Diameter.Range.5.mm2,Surface.Area.Diameter.Range.6.mm2,Surface.Area.Diameter.Range.7.mm2,Surface.Area.Diameter.Range.8.mm2,Surface.Area.Diameter.Range.9.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3,Volume.Diameter.Range.4.mm3,Volume.Diameter.Range.5.mm3,Volume.Diameter.Range.6.mm3,Volume.Diameter.Range.7.mm3,Volume.Diameter.Range.8.mm3,Volume.Diameter.Range.9.mm3
FCN7125,Full,1288,1880,1109.195492,1.694922,244.390192,0.353628,0.26774,1.737215,1442.829397,166.356321,1264.396461,0.775,421.504677,442.674477,157.813786,59.825775,17.191677,6.191971,3.99313,0,0,67.376536,156.784014,93.68689,50.752148,18.782574,8.284238,6.363398,0,0,211.906993,492.895507,294.736398,159.686646,59.154011,26.0257,19.991205,0,0,9.261345,45.616114,44.383175,34.130794,16.257364,8.731247,7.976284,0,0
FCU3875,Full,2572,3628,1908.71411,1.900756,477.221268,0.404853,0.35921,1.83162,2196.480597,345.658407,2524.066237,2.127,432.929264,879.623734,412.248026,142.470552,32.780187,6.840251,1.448359,0.373737,0,70.080601,317.846382,247.637209,119.421213,35.71002,9.086132,2.282998,0.670848,0,220.558722,999.532782,778.586956,375.376737,112.186335,28.544925,7.172249,2.10753,0,9.828182,94.147841,118.510565,79.228066,30.65987,9.506109,2.831916,0.945858,0
FBD8952,Full,1379,1951,1118.851924,1.743752,227.270155,0.309491,0.254,1.969296,1568.833314,131.145225,1122.517225,1.607,513.472114,417.958041,124.524654,48.318586,10.110706,2.216376,1.169561,1.081885,0,82.169601,142.352306,74.064469,40.515575,11.04665,2.949003,1.893165,2.007574,0,258.375282,447.573118,232.902183,127.443469,34.704074,9.264565,5.947553,6.306981,0,11.26715,39.880477,35.126861,26.926,9.512029,3.091912,2.410861,2.929935,0
FBP4231,Full,2204,3413,1770.0022,1.928246,365.361276,0.338932,0.254,2.878667,2250.49038,273.931953,1958.051618,1.75,774.486589,618.308281,214.249974,114.11822,35.531124,5.060489,2.325841,1.557824,4.363858,121.109823,211.972232,129.910304,97.10039,38.402602,6.822665,3.743292,2.941819,10.462887,380.994734,666.999992,408.442579,305.33175,120.645331,21.434035,11.759899,9.241997,33.201301,16.371213,59.889159,62.831371,65.472015,32.693977,7.241795,4.742478,4.369435,20.32051
FBM2759,Full,2284,3741,1988.751453,1.88108,395.914979,0.328903,0.254,1.606437,2569.774959,278.845597,2103.471968,2.665,951.449103,646.512125,196.930568,130.943851,51.308907,10.96889,0.638009,0,0,147.288303,219.258262,118.061579,112.424797,55.895484,14.679153,0.982874,0,0,463.493664,689.915026,371.432323,353.316778,175.940072,46.286315,3.08779,0,0,19.766942,61.247394,56.483534,76.378045,48.18989,15.590128,1.189664,0,0
FBH8238,Full,1402,2170,1300.114674,1.669084,185.877764,0.206714,0.169333,0.871697,2059.575599,61.002388,848.324446,1.559,920.656252,319.299997,56.228172,3.930253,0,0,0,0,0,130.415532,103.43998,32.688175,3.115095,0,0,0,0,0,410.041301,325.69703,102.799755,9.78636,0,0,0,0,0,16.248942,27.698894,15.111754,1.942798,0,0,0,0,0
FBZ6377,Full,795,1085,676.263396,1.604404,137.721947,0.277166,0.254,0.957894,1027.740089,55.738283,606.717265,0.946,301.078487,319.218,52.480533,3.486376,0,0,0,0,0,44.316636,115.466298,30.354317,2.899645,0,0,0,0,0,139.249995,362.890045,95.467723,9.109502,0,0,0,0,0,5.759771,34.097811,13.973942,1.90676,0,0,0,0,0
FBU8395,Full,570,690,482.804553,1.42915,118.114459,0.322087,0.26774,1.070958,738.331164,56.445087,506.674551,1.647,194.917349,194.112713,71.727975,21.094639,0.951877,0,0,0,0,32.089528,68.409622,42.182424,17.50694,0.98625,0,0,0,0,100.853327,215.203158,132.519995,54.999675,3.098397,0,0,0,0,4.535954,19.894781,19.733649,11.477833,0.802871,0,0,0,0
FCD2673,Full,804,1066,615.934267,1.730704,119.913739,0.275603,0.239473,1.378273,919.702451,55.705115,548.743665,1.966,308.743704,246.652384,37.339423,16.414118,5.27641,1.508227,0,0,0,48.351064,82.500359,22.197493,13.644957,5.789028,1.949206,0,0,0,152.124544,259.437036,69.893337,42.978367,18.186768,6.123613,0,0,0,6.629809,22.53841,10.543408,9.009543,5.003973,1.979971,0,0,0
FBY9580,Full,1579,2506,1628.456396,1.538881,308.29329,0.291362,0.239473,1.52635,2330.002298,168.574005,1511.233386,2.579,861.09952,513.661814,178.246436,59.052773,11.690319,4.50113,0.204403,0,0,127.15265,178.876565,106.0107,49.657439,12.677395,6.051736,0.311186,0,0,399.668699,562.357585,333.386735,156.003446,39.82721,19.012091,0.97762,0,0,16.38395,51.301448,50.225715,33.047679,10.835372,6.407752,0.372089,0,0
FCL0130,Full,1440,1881,1151.185867,1.633967,207.221808,0.254408,0.239473,1.281239,1753.4637,80.837207,938.94278,1.817,618.252844,452.885106,68.839553,8.773058,2.163771,0.271535,0,0,0,96.468585,152.090103,39.989635,7.355139,2.375613,0.346237,0,0,0,303.221331,478.353691,125.709963,23.106851,7.463208,1.087735,0,0,0,13.083646,41.987949,18.490045,4.874527,2.054289,0.34675,0,0,0
FFU7165,Full,2771,5074,1734.518785,2.925307,281.981515,0.290127,0.239473,1.561176,1944.606378,187.187076,1660.956262,1.375,816.388345,633.304516,212.059856,52.094032,16.538625,2.74492,1.388491,0,0,117.119374,216.117269,127.022096,43.512345,17.744953,3.724118,2.140929,0,0,369.003078,680.327687,400.196363,137.113701,55.889846,11.699662,6.725925,0,0,14.951975,60.804181,60.84867,28.935849,15.074273,3.978921,2.593207,0,0
FFT9800,Full,1208,1948,730.950851,2.665022,123.273947,0.270181,0.254,0.883946,902.344199,58.716084,646.336946,1.277,333.205196,325.122663,67.288476,5.334516,0,0,0,0,0,50.632971,111.872241,38.608242,4.164136,0,0,0,0,0,159.363733,352.282079,121.502292,13.188842,0,0,0,0,0,6.75656,31.721331,17.637989,2.600204,0,0,0,0,0
FBE2394,Full,569,807,337.416223,2.391705,41.575186,0.197782,0.169333,0.957894,488.330155,14.558596,212.410196,1.001,244.124934,84.067091,6.791901,2.432297,0,0,0,0,0,34.661704,26.757437,4.018251,2.020325,0,0,0,0,0,109.045527,84.393922,12.623708,6.347039,0,0,0,0,0,4.327323,7.015244,1.890299,1.325731,0,0,0,0,0
FCG9760,Full,711,990,385.116135,2.570653,56.327844,0.223331,0.18932,0.850889,537.055608,20.328279,278.100215,0.728,225.834265,148.000873,10.107181,1.173815,0,0,0,0,0,34.016653,47.586178,5.819335,0.938595,0,0,0,0,0,107.131593,149.737959,18.28198,2.948683,0,0,0,0,0,4.515818,12.552352,2.669458,0.590652,0,0,0,0,0
FEG8108,Full,1352,2008,955.79856,2.100861,153.83661,0.258114,0.18932,1.139073,1301.586866,76.028419,797.330366,1.194,553.198707,282.460758,103.127024,15.581248,1.430824,0,0,0,0,82.322136,95.297738,61.478776,12.731758,1.505051,0,0,0,0,258.947952,300.166849,193.489312,39.997998,4.728256,0,0,0,0,10.735988,26.593538,29.231233,8.22316,1.2445,0,0,0,0
FBS3237,Full,1093,1842,712.679959,2.58461,106.200504,0.260309,0.18932,1.100667,893.730254,58.275946,601.225524,1.384,394.878684,230.701441,73.352717,13.253644,0.493473,0,0,0,0,55.671404,79.997697,43.93493,10.774232,0.510597,0,0,0,0,175.399129,251.709401,138.460728,34.052177,1.604089,0,0,0,0,6.972219,22.820836,21.064941,7.002741,0.415209,0,0,0,0
FCM1008,Full,4338,8532,3147.104255,2.711064,528.081381,0.333121,0.239473,3.557008,3359.027255,556.507605,3450.130172,1.894,1495.314966,1021.394647,355.943181,136.201694,53.337987,37.920056,23.68849,9.462425,13.84081,218.560901,349.253899,212.2983,115.282972,58.482371,51.556304,37.843931,17.766729,34.862801,688.852059,1099.440994,668.676234,362.59648,183.87417,162.242877,119.106809,55.815827,109.524721,28.203837,98.48392,101.281773,77.376768,50.625489,55.392778,47.759287,26.23766,71.146093
FBK1070,Full,2044,3193,1276.649598,2.501078,196.300683,0.26261,0.18932,1.686971,1643.702569,119.536902,1093.476207,1.441,749.374538,378.443115,84.731963,43.544674,16.248309,3.411981,0.895017,0,0,111.957382,123.451338,51.011518,37.534097,17.575146,4.523826,1.410147,0,0,352.277099,388.801529,160.624658,117.916844,55.213951,14.212019,4.430107,0,0,14.65107,33.285258,24.558448,25.601843,14.970868,4.722549,1.746866,0,0
FBO8536,Full,2160,3490,1676.439751,2.081793,284.755703,0.271158,0.18932,1.47864,2287.596081,154.319045,1461.362817,1.712,927.648995,534.827449,142.697475,55.760743,12.780714,2.724376,0,0,0,135.589726,179.492383,85.393704,46.313314,13.990925,3.611785,0,0,0,426.584321,564.820767,268.682653,145.827718,44.100601,11.346757,0,0,0,17.378161,49.667951,40.792702,30.561702,12.148595,3.769935,0,0,0
FBG3400,Full,1288,2110,1040.66014,2.027559,215.268387,0.375355,0.26774,1.643929,1157.373724,185.679997,1267.151891,0.74,407.211694,347.502559,156.042835,85.820079,30.667259,12.185039,1.230675,0,0,63.501564,120.755564,94.645259,72.326713,33.574928,16.339144,1.924679,0,0,199.698977,379.808292,297.408067,227.221072,105.637989,51.330935,6.046559,0,0,8.517135,34.566901,45.692476,48.219047,29.061367,17.256828,2.366243,0,0
FFH9263,Full,2744,3574,2183.314879,1.63696,528.1907,0.348295,0.30527,1.574891,3031.209407,300.048678,2478.920015,2.388,719.169723,979.343673,373.132881,80.895616,23.464059,5.828506,1.48042,0,0,115.477952,348.506539,221.427876,67.279244,25.593702,7.882023,2.256441,0,0,363.0073,1095.806351,696.091214,211.60775,80.556476,24.762107,7.088817,0,0,16.050703,101.875764,104.589881,44.34969,22.084325,8.396786,2.70153,0,0
FBF4179,Full,4201,7105,3376.083059,2.10451,650.099058,0.324165,0.254,1.862667,4177.694823,446.011909,3545.393863,2.515,1533.878192,1157.150273,445.848836,164.713264,55.488994,16.268853,2.325841,0.408807,0,235.37788,399.474921,266.735955,138.395365,60.950811,21.745513,3.713398,0.737747,0,740.643855,1256.69062,838.958217,435.00366,191.629002,68.484822,11.665985,2.317702,0,31.53703,113.65541,127.208872,92.031121,52.857029,23.012101,4.6642,1.046145,0
FFC7215,Full,1251,1672,1056.099345,1.583184,232.200252,0.330556,0.26774,1.606437,1456.637541,132.640612,1125.691055,0.846,404.208306,454.402661,139.653,41.954789,11.690319,3.73913,0.45114,0,0,65.749156,155.82848,82.997305,34.874773,12.922111,4.885947,0.697842,0,0,206.652612,489.953943,261.078116,109.868388,40.596008,15.349654,2.192335,0,0,9.211874,43.922381,39.334563,23.040851,11.259608,5.023165,0.848169,0,0
FCH5965,Full,2492,3456,1744.973304,1.980546,308.252072,0.268524,0.239473,1.197367,2447.001567,145.970827,1517.410689,2.47,901.846544,645.782917,158.531262,36.240003,2.572578,0,0,0,0,135.862016,219.741596,94.130125,30.092534,2.754886,0,0,0,0,427.231408,691.154395,295.71851,94.651646,8.65473,0,0,0,0,17.903151,61.476393,44.475775,19.791594,2.323913,0,0,0,0
FET3274,Full,1423,1943,1383.28009,1.404632,246.546102,0.250269,0.18932,1.176227,2167.561753,97.120865,1100.017616,1.895,801.318659,472.658297,84.725643,21.330588,3.246903,0,0,0,0,122.101291,155.937675,50.377455,17.845621,3.448994,0,0,0,0,383.823212,490.679624,158.504303,56.175142,10.835335,0,0,0,0,16.156631,42.3263,23.898453,11.857261,2.882221,0,0,0,0
FCX5914,Full,565,653,469.569174,1.390636,89.397671,0.262359,0.18932,0.965349,736.75009,36.292687,392.562042,0.882,258.360025,164.913626,37.870673,8.42485,0,0,0,0,0,37.766657,58.118684,22.206273,6.751231,0,0,0,0,0,118.761507,182.827854,69.763063,21.209618,0,0,0,0,0,4.846897,16.830427,10.345326,4.270037,0,0,0,0,0
FCT4052,Full,1670,2068,1370.643999,1.50878,301.565705,0.318444,0.254,1.514563,1965.250259,163.458994,1412.493409,1.229,600.041768,501.36658,203.993701,51.486322,10.625453,2.925771,0.204403,0,0,93.486535,175.924104,121.350824,42.513504,11.653613,3.908244,0.307948,0,0,293.965823,553.232861,381.662863,133.775397,36.610906,12.278111,0.967447,0,0,12.649484,50.839476,57.579939,27.837916,10.073313,4.11448,0.364387,0,0
FCP0847,Full,1248,1599,922.221553,1.733857,178.755915,0.282473,0.254,1.325243,1329.250634,82.434882,838.902823,1.119,441.975531,370.106796,89.644303,17.220213,2.671771,0.602938,0,0,0,70.062834,125.598079,53.073822,14.237836,2.972966,0.772668,0,0,0,220.209599,394.965703,167.128818,44.831447,9.339847,2.427409,0,0,0,9.571347,35.040514,25.093303,9.343176,2.608539,0.778002,0,0,0
FEP9413,Full,1183,1596,1035.434396,1.541382,191.594599,0.265909,0.239473,1.401483,1563.096775,81.013861,875.014847,1.107,557.329109,377.731869,82.11116,15.336487,2.065824,0.859947,0,0,0,86.272019,127.932702,47.864188,12.74794,2.286347,1.128939,0,0,0,271.13361,402.436162,150.506768,40.208871,7.18277,3.546666,0,0,0,11.548572,35.648181,22.215468,8.440884,1.994824,1.165932,0,0,0
FFO5284,Full,1065,1279,952.570866,1.342682,151.569589,0.218734,0.18932,0.846667,1561.403191,48.556874,658.971814,1.898,636.62487,273.314907,38.735907,3.895183,0,0,0,0,0,95.135387,88.659902,22.834873,3.013428,0,0,0,0,0,298.924406,278.763755,71.816691,9.466962,0,0,0,0,0,12.45236,23.527825,10.744207,1.832481,0,0,0,0,0
FEH0081,Full,1778,3178,1269.025896,2.504283,177.623301,0.239875,0.169333,1.401483,1683.882809,95.006681,974.513859,0.912,818.215123,321.54758,84.032751,38.27097,6.194463,0.765009,0,0,0,112.374628,107.604687,49.195789,32.629664,6.601033,0.992706,0,0,0,354.206195,339.036146,154.805257,102.609826,20.737757,3.118677,0,0,0,13.663653,29.783158,22.960173,22.048665,5.537828,1.013205,0,0,0
FED1194,Full,990,1576,671.298539,2.347689,116.075037,0.287744,0.239473,1.27,844.402364,68.7163,631.288313,1.25,329.844058,240.133051,69.871112,28.10547,3.122911,0.221938,0,0,0,49.151491,82.244839,41.970375,23.775083,3.2647,0.281183,0,0,0,154.667249,258.800771,131.853822,74.691627,10.391481,0.883362,0,0,0,6.454662,23.258745,20.056817,15.90804,2.75824,0.279796,0,0,0
FDZ1151,Full,1467,2231,974.519295,2.289334,142.712976,0.225885,0.18932,1.084262,1379.79729,53.601286,704.689383,1.646,587.775801,339.730281,44.335425,2.336113,0.341675,0,0,0,0,86.3658,109.999389,25.0223,1.969912,0.359022,0,0,0,0,271.884267,346.316469,79.172083,6.188662,1.127902,0,0,0,0,11.195498,29.434724,11.362265,1.31234,0.296458,0,0,0,0
FDV4335,Full,1939,3072,1397.918324,2.197553,198.772004,0.234339,0.18932,1.25866,1931.141302,86.796253,1039.834186,2.165,839.984087,472.025753,72.164375,11.632943,1.906762,0.204403,0,0,0,117.398069,158.438554,42.852501,9.487317,2.077238,0.256912,0,0,0,369.245365,498.688502,134.762087,29.805285,6.525835,0.807112,0,0,0,14.564655,43.793216,20.290706,6.111476,1.782587,0.253614,0,0,0
FDR6843,Full,1803,2998,1415.808216,2.117518,222.884859,0.245409,0.18932,1.151591,1997.583842,98.883783,1110.497036,2.309,855.388738,430.790542,103.37264,24.43721,1.819087,0,0,0,0,127.537828,142.336809,60.689459,20.526521,1.905378,0,0,0,0,401.300702,447.934502,190.661558,64.614352,5.985922,0,0,0,0,16.578001,38.716184,28.342651,13.677248,1.569698,0,0,0,0
