SCAN FILE,SITE,TRANSECT,SLOPE, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,17.2,0.06,2.5,302
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,17.26,0.11,1.8,1252
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,17.38,0.08,2.6,246
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,17.49,0.1,1.5,190
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,17.58,0.08,2,434
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,17.94,0.08,1.3,122
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,18.03,0.08,3.3,372
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,18.17,0.06,2.6,120
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,18.26,0.05,5.5,792
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,18.33,0.08,3.3,556
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,18.44,0.11,1.7,483
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,18.81,0.12,2.1,892
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,18.97,0.14,1.3,287
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,19.01,0.07,3.5,845
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,19.23,0.08,3,553
ROOT_PFTC7_SITE1_(nogp)_0002,1,2,west, DETECT,19.47,0.03,26.8,1485
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,0.01,0.06,3.1,503
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,0.05,0.13,1.3,226
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,0.19,0.06,2.8,324
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,0.26,0.13,1.7,210
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,0.4,0.04,11.4,1847
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,0.81,0.1,1.3,329
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,0.91,0.05,3.3,511
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,0.97,0.11,1.7,442
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,1.11,0.04,45.5,1895
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,1.41,0.04,19.3,1956
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,1.59,0.1,7.9,604
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,1.83,0.05,3.6,592
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,1.92,0.07,2.8,698
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,2.28,0.07,4.6,1170
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,2.38,0.07,4.5,623
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,2.53,0.04,18.8,915
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,2.62,0.05,5.1,920
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,2.78,0.06,1.9,91
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,2.87,0.07,5.6,383
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,3.02,0.11,2.8,468
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,3.14,0.08,2.2,283
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,3.2,0.12,3.3,1463
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,3.29,0.08,2.4,296
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,3.86,0.08,3.8,760
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,3.91,0.17,1.6,411
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4,0.04,64.7,6583
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.09,0.13,2,493
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.22,0.19,2.5,845
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.29,0.2,1.7,220
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.31,0.11,1.9,502
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.37,0.18,1.5,466
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.41,0.06,3.1,493
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.47,0.05,2.1,193
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.7,0.06,3.2,278
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.78,0.1,1.7,320
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,4.92,0.08,2.6,791
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,5.03,0.13,2.2,690
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,5.11,0.08,2.2,229
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,5.2,0.05,2.4,476
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,5.31,0.07,2.4,281
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,5.36,0.06,3.1,503
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,5.9,0.05,24.2,2093
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,6.13,0.1,2.4,375
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,6.22,0.04,56.1,4067
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,6.28,0.09,3.2,904
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,6.55,0.09,1.5,199
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,6.7,0.08,4,949
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,7.03,0.06,3.9,302
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,7.4,0.12,2,259
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,7.46,0.15,1.4,207
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,7.46,0.07,7,519
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,7.56,0.14,2.7,835
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,7.71,0.06,6.3,1334
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,7.87,0.1,2.3,845
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,8.09,0.1,2.8,551
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,8.16,0.04,4.3,129
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,8.23,0.06,5.1,612
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,8.43,0.08,1.5,265
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,9.02,0.05,2.6,283
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,9.36,0.07,3,348
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,9.55,0.07,2.2,301
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,9.7,0.06,4.2,476
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,9.77,0.09,1.2,172
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,10.02,0.07,4,458
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,10.3,0.05,49.4,7830
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,10.55,0.11,1.6,213
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,10.76,0.06,16.4,1077
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,11.07,0.06,34.5,2139
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,11.44,0.09,1.8,191
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,11.51,0.09,1.6,146
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,11.62,0.07,2.1,560
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,12.1,0.06,13.3,1561
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,12.17,0.1,1.5,89
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,12.43,0.08,2.5,321
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,12.52,0.05,2.2,145
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,12.64,0.05,8.4,695
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,12.97,0.06,52.5,3875
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,13.09,0.1,5.9,1010
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,13.56,0.14,1.4,150
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,13.64,0.07,21.9,2466
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,13.74,0.02,32.5,2408
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,13.9,0.07,2.1,720
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,14.48,0.03,14.9,1978
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,14.56,0.12,1.5,419
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,14.73,0.05,2.5,180
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,14.92,0.08,1.4,236
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,15.02,0.04,9.7,305
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,15.22,0.06,3,522
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,15.45,0.07,3,367
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,15.95,0.07,5.9,723
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,16.05,0.09,1.1,95
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,16.26,0.07,2.6,291
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,16.74,0.07,38.4,2485
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,16.91,0.1,2.1,308
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,17.14,0.08,2.6,938
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,17.26,0.05,3,286
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,17.38,0.03,30.6,1565
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,17.41,0.08,2.6,585
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,17.6,0.07,3.6,940
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,17.88,0.05,5.9,454
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,18.38,0.07,2.5,904
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,18.62,0.1,5,876
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,19.22,0.06,33.8,4085
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,19.29,0.09,2.3,281
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,19.4,0.13,1.4,124
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,19.62,0.09,1.6,114
ROOT_PFTC7_SITE2_(nogp)_0002,2,1,west, DETECT,19.7,0.08,3.3,281
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,0.06,0.05,3.3,420
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,0.35,0.08,2.4,695
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,0.59,0.02,29.7,1909
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,0.66,0.1,3.1,814
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,0.82,0.09,1.9,458
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,0.9,0.02,25,755
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,1.09,0.09,5.9,1480
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,1.5,0.06,5.2,595
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,1.6,0.04,4.4,622
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,1.73,0.05,5.2,910
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,1.93,0.06,1.8,88
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,2.01,0.06,1.9,95
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,2.11,0.05,17.8,870
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,2.23,0.05,3.9,497
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,2.38,0.05,1.9,129
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,2.48,0.05,2.7,204
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,2.64,0.04,45.4,2305
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,2.83,0.07,4.3,1161
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,2.99,0.06,3.9,500
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,3.19,0.09,2.1,720
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,3.3,0.06,2.1,120
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,3.38,0.06,3.1,322
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,3.59,0.07,7,1129
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,3.92,0.06,3.4,782
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,4.01,0.07,3.1,292
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,4.16,0.05,37.2,738
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,4.22,0.07,3.1,936
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,4.37,0.12,1.7,211
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,4.5,0.09,3,845
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,4.69,0.09,2.5,381
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,5.05,0.08,2.1,315
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,5.26,0.06,4.2,691
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,5.35,0.09,1.5,272
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,5.46,0.09,5.2,1472
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,5.74,0.11,1.2,141
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,5.96,0.09,1.6,159
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,5.99,0.04,17.7,4009
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,6.26,0.18,1.1,103
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,7.17,0.07,2.2,289
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,7.31,0.07,3.1,536
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,7.51,0.05,16.3,1598
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,7.96,0.06,9.2,1720
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,8.33,0.07,2.4,212
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,8.42,0.11,3,482
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,8.54,0.05,5,664
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,8.67,0.07,2.8,403
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,8.83,0.09,1.9,365
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,8.94,0.1,1.8,187
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,9.08,0.09,1.4,129
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,9.11,0.04,5.7,635
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,9.2,0.09,1.2,169
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,9.27,0.07,3.3,268
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,9.54,0.04,46.9,4495
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,9.61,0.09,2.5,1089
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,9.73,0.06,2.4,155
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,10.05,0.08,2.9,567
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,10.1,0.08,4.7,722
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,10.3,0.05,4.2,602
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,10.39,0.03,5.1,213
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,10.41,0.1,1.6,142
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,10.75,0.08,2.7,543
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,10.88,0.03,10.7,1015
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,10.98,0.07,2.6,311
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,11.13,0.07,2.5,417
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,11.5,0.09,1.9,258
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,11.66,0.05,30.5,3679
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,11.81,0.06,3.3,726
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,12.09,0.06,2.4,355
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,12.35,0.07,2.5,518
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,12.45,0.05,2.8,129
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,12.57,0.07,2.3,431
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,13.68,0.07,2.4,231
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,13.8,0.1,14,3782
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,14.06,0.08,2.2,492
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,14.44,0.08,14.5,3580
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,14.68,0.07,3.7,254
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,14.77,0.08,1.9,467
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,15.02,0.07,4.3,997
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,15.65,0.07,3.2,403
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,15.73,0.12,1.4,242
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,15.86,0.06,11.9,1440
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,15.9,0.11,2.1,523
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,16.03,0.06,3.5,608
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,16.68,0.07,3,954
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,17.04,0.09,1.3,106
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,17.13,0.05,15.5,1157
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,17.46,0.04,6.2,338
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,17.75,0.04,6.6,979
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,17.85,0.07,1.6,116
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,17.93,0.06,3.3,337
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,18.1,0.05,4.2,291
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,18.2,0.07,2.4,841
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,18.95,0.06,4.7,1195
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,19.12,0.02,46.8,3116
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,19.4,0.09,1.8,179
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,19.48,0.05,8.8,360
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,19.62,0.08,1.9,259
ROOT_PFTC7_SITE2_(nogp)_0003,2,2,west, DETECT,19.76,0.05,7.6,422
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,0,0.03,25.3,242
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,0.27,0.05,28.2,2292
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,0.39,0.03,13.2,305
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,0.5,0.07,14.1,1649
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,0.54,0.03,19.9,402
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,0.63,0.06,5.5,297
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,0.66,0.13,4,196
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,0.74,0.08,6.7,1113
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,0.92,0.09,2.9,108
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,1.02,0.06,6.9,972
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,1.36,0.09,14.5,1189
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,1.43,0.13,2.5,167
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,1.47,0.05,17.9,993
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,1.78,0.03,28.3,1150
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,1.84,0.07,6.1,448
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,2.1,0.07,13.1,606
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,2.25,0.06,22.2,602
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,2.56,0.06,11.6,527
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,2.8,0.12,3,251
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,2.86,0.04,7.7,421
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,2.93,0.05,6.9,137
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,3.19,0.07,8.3,856
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,3.39,0.07,4.5,276
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,3.61,0.1,7.5,742
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,3.69,0.11,3.1,301
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,3.73,0.05,6.3,470
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,3.86,0.05,12.3,643
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,4.19,0.05,27.6,1490
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,4.46,0.06,36.4,2509
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,4.73,0.06,5.4,129
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,4.81,0.06,6.7,195
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,5.02,0.09,5.8,914
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,5.38,0.08,9.5,703
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,5.67,0.05,15.9,1059
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,5.99,0.06,4.8,147
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,6.08,0.05,70.5,3607
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,6.44,0.05,5.3,186
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,6.55,0.08,2.4,74
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,6.93,0.06,5.7,294
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,7.13,0.1,42.4,2427
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,7.28,0.07,3.8,384
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,7.69,0.12,4.8,862
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,7.93,0.05,23.2,1452
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,8.28,0.05,5.6,265
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,8.43,0.08,3.3,244
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,8.56,0.04,16,386
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,8.7,0.06,6.1,270
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,9.1,0.04,40.6,1965
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,9.18,0.06,3.5,258
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,9.41,0.09,4.7,513
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,9.76,0.07,8.5,604
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,10.05,0.08,13.1,563
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,10.21,0.05,13.8,1232
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,10.46,0.06,9.8,1958
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,10.67,0.09,7.3,603
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,11.08,0.08,4.2,234
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,11.23,0.05,21.7,926
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,11.35,0.1,4.8,500
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,11.45,0.07,5.5,808
