File.Name,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Root.Length.Diameter.Range.4.mm,Root.Length.Diameter.Range.5.mm,Root.Length.Diameter.Range.6.mm,Root.Length.Diameter.Range.7.mm,Root.Length.Diameter.Range.8.mm,Root.Length.Diameter.Range.9.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Projected.Area.Diameter.Range.4.mm2,Projected.Area.Diameter.Range.5.mm2,Projected.Area.Diameter.Range.6.mm2,Projected.Area.Diameter.Range.7.mm2,Projected.Area.Diameter.Range.8.mm2,Projected.Area.Diameter.Range.9.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.4.mm2,Surface.Area.Diameter.Range.5.mm2,Surface.Area.Diameter.Range.6.mm2,Surface.Area.Diameter.Range.7.mm2,Surface.Area.Diameter.Range.8.mm2,Surface.Area.Diameter.Range.9.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3,Volume.Diameter.Range.4.mm3,Volume.Diameter.Range.5.mm3,Volume.Diameter.Range.6.mm3,Volume.Diameter.Range.7.mm3,Volume.Diameter.Range.8.mm3,Volume.Diameter.Range.9.mm3
FCI1638,Full,347,680,1318.066891,0.515907,283.757497,0.2628,0.239473,1.06087,2406.027301,89.878793,1077.147908,3.909,820.852856,378.481872,107.248009,11.237417,0.246737,0,0,0,0,149.342806,120.888199,63.24968,9.055646,0.256498,0,0,0,0,469.174261,379.941852,198.776829,28.449152,0.805813,0,0,0,0,22.307787,31.929874,29.674338,5.757329,0.209465,0,0,0,0
FBW8179,Full,290,602,1551.731842,0.387954,412.28233,0.308655,0.254,1.176227,2894.052828,144.313764,1494.570042,4.894,715.752632,617.063721,193.857806,23.348061,1.709622,0,0,0,0,133.431975,208.254718,113.097849,19.027477,1.851735,0,0,0,0,419.188914,654.407677,355.379472,59.776581,5.817398,0,0,0,0,20.358657,57.68351,52.451223,12.242544,1.577831,0,0,0,0
FBC0289,Full,251,534,1185.77074,0.45034,291.03526,0.291187,0.254,1.100667,2186.728143,96.305368,1075.458545,3.565,589.695682,481.008575,99.964699,13.970302,1.131482,0,0,0,0,111.882007,159.624429,58.153726,11.441776,1.204199,0,0,0,0,351.48769,501.474932,182.767419,35.945401,3.783104,0,0,0,0,17.317964,43.670981,26.910259,7.398892,1.007272,0,0,0,0
FCE1581,Full,218,435,1068.890457,0.406964,287.8686,0.31962,0.26774,1.151591,1964.820178,104.231651,1067.405072,5.571,392.957395,553.353248,96.156675,23.730824,2.692314,0,0,0,0,75.473467,185.642676,56.024633,19.715967,2.835206,0,0,0,0,237.106889,583.261439,176.078675,62.051006,8.907063,0,0,0,0,11.850593,51.054883,25.985129,12.992552,2.348493,0,0,0,0
FCA5827,Full,380,843,1561.236903,0.539956,315.77177,0.23528,0.239473,0.757282,2941.234821,75.958142,1147.428124,4.88,960.079602,584.277,16.820432,0.059868,0,0,0,0,0,174.644977,181.171741,9.311505,0.045337,0,0,0,0,0,548.6793,569.353437,29.252955,0.142431,0,0,0,0,0,26.15005,45.695511,4.085616,0.026965,0,0,0,0,0
FEY3832,Full,178,314,932.442329,0.33675,212.711044,0.26147,0.239473,1.31438,1780.029271,60.220092,763.42978,3.584,508.670699,382.843629,32.845557,6.542155,0.927079,0.61321,0,0,0,95.571517,120.637904,19.46901,5.496651,1.001673,0.78487,0,0,0,300.246776,379.138473,61.1637,17.26824,3.146849,2.465742,0,0,0,14.745116,31.020149,9.158685,3.652756,0.854204,0.789182,0,0,0
FGO9191,Full,227,495,1098.931528,0.450438,291.31483,0.324198,0.254,1.113616,1965.882553,114.766749,1109.321506,2.946,466.462942,455.672573,139.319834,35.290618,2.185561,0,0,0,0,88.76016,149.281346,83.454635,29.248404,2.2894,0,0,0,0,278.864189,469.028952,262.349431,91.886573,7.192361,0,0,0,0,13.821276,40.12367,39.777347,19.158526,1.88593,0,0,0,0
FEL2208,Full,214,355,961.957474,0.369039,214.241507,0.256532,0.239473,1.030014,1827.547512,56.500935,771.098144,3.517,520.492789,416.258211,22.893912,2.143227,0.169333,0,0,0,0,99.367448,130.932779,13.144294,1.791561,0.173529,0,0,0,0,312.187969,411.442645,41.294018,5.628355,0.545157,0,0,0,0,15.495567,33.67473,6.00469,1.18628,0.139667,0,0,0,0
FFY6725,Full,430,964,2294.106374,0.420207,491.868192,0.252074,0.239473,1.135923,4269.881912,136.758801,1806.675895,5.824,1412.215738,762.976714,108.60182,9.307619,1.004482,0,0,0,0,264.417817,239.178668,62.823499,7.536917,1.065071,0,0,0,0,830.693072,751.593037,197.365843,23.677924,3.346019,0,0,0,0,40.526107,61.660872,28.857481,4.826088,0.888253,0,0,0,0
FGG8281,Full,295,611,1706.601931,0.358021,404.033242,0.282291,0.239473,1.100667,3155.096001,134.684547,1500.706443,3.784,923.784075,619.223399,130.626672,30.599612,2.368174,0,0,0,0,172.905342,199.208551,77.452298,25.610726,2.467161,0,0,0,0,543.198151,625.975438,243.32357,80.458468,7.750816,0,0,0,0,26.394133,52.803726,36.517036,16.94969,2.019962,0,0,0,0
FGE4515,Full,162,321,860.967233,0.372836,222.990593,0.303046,0.254,1.338698,1598.538373,78.317388,816.460233,2.906,378.210477,376.860618,92.713879,10.32061,2.530244,0.331403,0,0,0,67.694422,126.351163,54.231816,8.332514,2.796808,0.429953,0,0,0,212.684224,397.087202,170.374274,26.177364,8.786431,1.350738,0,0,0,10.061428,34.870849,25.198429,5.314032,2.434306,0.438344,0,0,0
FGJ9233,Full,423,907,2066.733494,0.438857,412.278745,0.232929,0.18932,0.931333,3907.791372,103.190068,1498.229623,5.85,1421.238239,585.142484,50.027905,10.324865,0,0,0,0,0,258.942394,179.567819,29.938472,8.313289,0,0,0,0,0,813.491522,564.465934,94.054485,26.217682,0,0,0,0,0,38.610702,45.018324,14.242225,5.318816,0,0,0,0,0
FGA6390,Full,266,821,1569.506216,0.523094,444.943555,0.357461,0.26774,1.745448,2726.907657,216.528368,1743.151105,4.569,614.55489,659.854993,167.611869,94.736123,26.054386,5.128867,1.565087,0,0,109.965462,225.936238,100.713295,80.446045,28.266216,6.888573,2.524749,0,0,345.466688,710.181807,316.400149,252.728704,88.800935,21.641091,7.931731,0,0,16.30006,63.343173,48.204522,54.021124,24.167425,7.28808,3.203984,0,0
FEC6189,Full,214,334,949.475283,0.351773,191.868792,0.237315,0.18932,1.023031,1796.568272,50.716781,702.783463,3.005,622.22285,295.75282,26.035089,5.362323,0.102202,0,0,0,0,109.16499,94.511636,15.481672,4.409658,0.104556,0,0,0,0,342.951932,297.012606,48.637106,13.853349,0.328471,0,0,0,0,15.766462,24.671746,7.331897,2.862667,0.084009,0,0,0,0
FGB1616,Full,140,268,622.612484,0.430444,166.284614,0.326287,0.239473,1.338698,1131.234228,74.495702,632.737605,3.094,321.796381,180.254066,79.283122,33.265365,7.301147,0.712403,0,0,0,54.849562,61.754814,48.110249,27.777365,7.969692,0.911824,0,0,0,172.31498,194.112545,151.142805,87.265167,25.037527,2.864581,0,0,0,7.759206,17.375369,23.246012,18.342605,6.85551,0.916999,0,0,0
FGM0803,Full,213,418,1185.570983,0.352573,274.992282,0.268667,0.239473,1.016,2225.569651,80.235187,996.02582,4.192,635.09941,494.831297,42.878343,12.659731,0.102202,0,0,0,0,119.627421,161.744559,25.046923,10.522126,0.103837,0,0,0,0,375.820626,508.135519,78.687228,33.056234,0.326213,0,0,0,0,18.328087,43.254324,11.656892,6.913026,0.082858,0,0,0,0
FGN0784,Full,187,315,1029.429507,0.305995,240.348982,0.268579,0.239473,1.06087,1951.902229,69.112244,865.508129,4.208,560.829797,416.208099,49.906709,2.135964,0.348938,0,0,0,0,105.265306,139.31995,28.775551,1.749786,0.358789,0,0,0,0,330.700711,437.782076,90.401058,5.497114,1.127169,0,0,0,0,16.097226,38.414259,13.177575,1.133367,0.289817,0,0,0,0
FFX9242,Full,305,621,1685.012395,0.368543,453.771494,0.319616,0.26774,1.25866,3106.594964,166.889415,1681.134227,4.954,633.658314,850.757923,154.585664,40.376635,5.591525,0.042333,0,0,0,121.05102,281.690781,92.375894,33.700077,6.112299,0.053283,0,0,0,380.30892,885.053232,290.298213,106.104114,19.202353,0.167394,0,0,0,18.963777,76.403432,43.886733,22.315278,5.267521,0.052673,0,0,0
FFP1160,Full,279,618,1522.145274,0.406006,376.762687,0.292568,0.254,1.590742,2813.903757,127.253429,1389.679655,4.383,734.466635,658.148379,104.806988,18.748984,3.855858,1.505219,0.61321,0,0,138.902115,219.063647,61.49686,15.501743,4.331303,2.035622,0.951228,0,0,436.373865,688.416892,193.198083,48.700162,13.607188,6.395095,2.988371,0,0,21.499994,59.768933,28.690737,10.13007,3.833524,2.170943,1.159228,0,0
FGF3594,Full,230,468,1196.854258,0.391025,281.12847,0.275563,0.254,1.084262,2230.151067,82.905509,1028.36304,4.023,584.039215,548.138469,58.563768,5.372595,0.74021,0,0,0,0,112.152762,176.372481,33.639243,4.35797,0.770047,0,0,0,0,352.338293,554.233809,105.680798,13.690965,2.419175,0,0,0,0,17.633415,46.499806,15.350291,2.792515,0.629482,0,0,0,0
FDB8375,Full,273,491,1272.809424,0.385761,272.266481,0.246384,0.239473,0.911888,2408.6491,67.709641,981.895891,4.941,734.539392,521.66552,14.994082,1.610429,0,0,0,0,0,140.397952,162.197914,8.555177,1.314664,0,0,0,0,0,441.073174,509.815696,26.876881,4.130139,0,0,0,0,0,21.927076,41.056328,3.880474,0.845764,0,0,0,0,0
FEV1588,Full,142,297,768.040441,0.386698,190.698543,0.294943,0.254,1.176227,1413.54203,62.105082,706.114674,3.364,328.13723,386.986581,43.526107,8.565646,0.824877,0,0,0,0,62.393804,129.043686,25.225875,7.191254,0.893456,0,0,0,0,196.015915,405.45047,79.249424,22.591991,2.806873,0,0,0,0,9.696902,35.264342,11.615059,4.767265,0.761514,0,0,0,0
FGK3505,Full,320,803,1634.273812,0.49135,416.015297,0.300633,0.254,1.047269,2988.321647,140.464301,1536.292307,5.66,701.123903,781.083915,131.706581,19.908273,0.45114,0,0,0,0,129.770794,265.200323,77.187516,16.33662,0.46095,0,0,0,0,407.686974,833.342477,242.491733,51.323006,1.448118,0,0,0,0,19.742735,73.803176,35.967989,10.580462,0.369938,0,0,0,0
FEZ5712,Full,51,66,277.937234,0.237464,73.73462,0.29742,0.26774,0.863434,532.245418,21.533563,259.215384,2.248,84.332395,181.528018,10.82861,1.24821,0,0,0,0,0,16.795467,58.49893,6.198299,0.98771,0,0,0,0,0,52.764515,183.875356,19.472531,3.102982,0,0,0,0,0,2.72436,15.375032,2.818666,0.615505,0,0,0,0,0
FFD9944,Full,315,777,1548.360432,0.501821,319.148107,0.24857,0.239473,1.52635,2840.032095,90.526024,1196.350343,4.787,943.688521,552.366729,40.019704,8.587436,1.435079,1.744692,0.518272,0,0,172.549913,173.161338,23.190457,7.085366,1.582063,2.373739,0.788518,0,0,542.081538,544.154234,72.950516,22.259333,4.970198,7.457322,2.477202,0,0,25.957775,44.385542,10.699956,4.621555,1.375888,2.543062,0.942248,0,0
FDN1018,Full,171,554,1398.335213,0.396185,402.517116,0.35809,0.254,1.643929,2474.991466,204.599001,1559.012268,3.451,626.556372,473.665663,153.861529,104.521745,33.095818,5.893875,0.74021,0,0,114.764083,153.325481,93.958188,88.568801,36.641971,7.737658,1.160086,0,0,360.541999,481.733977,295.250455,278.418606,115.114147,24.308569,3.644516,0,0,17.311942,40.724095,45.726034,59.426655,31.984447,7.996585,1.429243,0,0
FDJ1565,Full,305,925,2471.003003,0.374342,675.720871,0.326106,0.26774,1.581704,4538.395669,271.691198,2515.286495,5.953,1040.807861,1084.192301,239.81183,81.593493,20.036519,4.152191,0.408807,0,0,190.016967,370.59165,143.052441,68.535884,22.064408,5.577426,0.632769,0,0,596.955908,1164.603808,449.587666,215.31183,69.317381,17.522,1.987903,0,0,28.643295,103.758868,67.954185,45.508481,19.155191,5.901788,0.76939,0,0
FDF3034,Full,126,200,651.10214,0.307171,164.381392,0.293245,0.254,1.103918,1220.042918,52.992536,597.954148,2.661,292.07288,306.824517,45.031842,6.101287,1.071614,0,0,0,0,55.275822,102.859846,25.954066,5.11063,1.134353,0,0,0,0,173.654115,323.143735,81.537104,16.055518,3.563676,0,0,0,0,8.503776,28.287489,11.872749,3.384461,0.944061,0,0,0,0
FGI9956,Full,189,280,1176.831269,0.237927,322.087169,0.319302,0.254,1.401483,2215.842599,121.855568,1172.081514,4.393,528.707004,494.846465,108.894024,34.785841,7.940918,1.657017,0,0,0,99.742577,169.244236,64.523394,28.573113,8.744593,2.155843,0,0,0,313.350546,531.791993,202.801768,89.892476,27.471951,6.772781,0,0,0,15.331566,47.641357,30.491614,18.591151,7.593947,2.205933,0,0,0
FES3675,Full,174,416,983.009831,0.42319,246.017429,0.298348,0.254,1.185333,1802.830664,85.287418,915.303481,3.187,445.050269,450.05187,67.949823,16.376555,3.581314,0,0,0,0,82.60391,151.431581,39.521677,13.876607,3.791764,0,0,0,0,259.539684,475.879661,124.233112,43.594646,12.056378,0,0,0,0,12.610759,41.843203,18.299431,9.29842,3.235605,0,0,0,0
FFK2932,Full,206,328,1170.683785,0.280178,295.013747,0.292101,0.254,1.023031,2205.252394,95.515827,1065.905574,4.862,583.170331,472.622106,101.372185,13.399425,0.119737,0,0,0,0,111.945731,155.886,60.244537,11.074313,0.122494,0,0,0,0,351.687886,489.778086,189.263794,34.79098,0.384828,0,0,0,0,17.407624,42.318805,28.453546,7.237429,0.098423,0,0,0,0
FFL3841,Full,260,390,1195.081581,0.326338,269.196594,0.255678,0.239473,0.990998,2306.963548,69.985116,955.6943,4.603,630.111856,533.268201,28.35242,3.349104,0,0,0,0,0,118.325585,166.760071,16.313299,2.807989,0,0,0,0,0,371.730789,523.892213,51.24974,8.821559,0,0,0,0,0,18.282253,42.386606,7.455843,1.860415,0,0,0,0,0
FFW6775,Full,260,337,1177.021662,0.286316,260.291594,0.252332,0.239473,0.871697,2247.271129,66.595081,930.317141,4.65,675.29644,473.682416,27.115728,0.927079,0,0,0,0,0,129.114868,151.243417,15.018272,0.73738,0,0,0,0,0,405.626322,475.19298,47.181291,2.316547,0,0,0,0,0,20.016005,39.523135,6.594164,0.461777,0,0,0,0,0
FFS2715,Full,294,539,1555.530183,0.346506,354.834416,0.261556,0.254,1.325243,2968.633837,97.701284,1273.414864,5.219,792.364322,716.683168,37.642504,6.736287,1.089149,1.014754,0,0,0,147.383351,228.261168,21.532936,5.605871,1.210484,1.285903,0,0,0,463.018453,717.294701,67.647713,17.611363,3.802849,4.039785,0,0,0,22.527213,59.36454,9.785431,3.683328,1.060741,1.280031,0,0,0
FFG0527,Full,218,394,1092.792162,0.360544,224.45654,0.235171,0.239473,1.033488,2078.632523,54.461143,804.676855,4.601,693.875361,373.867627,22.701543,2.065824,0.281807,0,0,0,0,127.816218,113.430609,12.809631,1.738367,0.28841,0,0,0,0,401.546492,356.448315,40.314741,5.461241,0.906066,0,0,0,0,19.332046,27.996512,5.744989,1.155756,0.23184,0,0,0,0
FBT2327,Full,213,439,1115.271125,0.393626,260.744998,0.275913,0.239473,1.401483,2081.462803,82.701692,959.954595,4.445,589.205342,440.449894,76.711577,6.048682,1.896491,0.95914,0,0,0,105.913122,146.435882,44.766798,4.980614,2.134758,1.271038,0,0,0,332.735886,460.232983,140.639045,15.647059,6.706539,3.993084,0,0,0,15.663187,39.812008,20.76354,3.242341,1.896084,1.324531,0,0,0
FBX4690,Full,161,293,921.50696,0.317957,212.981653,0.262245,0.239473,0.803218,1760.97144,56.746535,755.272375,2.613,488.047832,410.05296,23.057229,0.348938,0,0,0,0,0,91.043712,136.016673,13.063965,0.271107,0,0,0,0,0,286.022258,427.356754,41.041656,0.851707,0,0,0,0,0,13.888677,36.82301,5.869332,0.165516,0,0,0,0,0
FCR0255,Full,62,124,210.729988,0.588431,53.609212,0.323119,0.26774,1.030014,367.617086,21.344409,211.142656,0.876,86.196094,94.667229,23.825246,5.914419,0.127,0,0,0,0,15.775957,32.391936,14.004705,4.906273,0.129923,0,0,0,0,49.561631,101.762269,43.997077,15.413512,0.408167,0,0,0,0,2.384129,9.099841,6.543975,3.212071,0.104393,0,0,0,0
FCV8597,Full,194,299,1009.189064,0.296277,272.112359,0.305654,0.26774,1.06087,1925.273368,86.689275,966.780685,9.262,383.080964,539.231236,79.975498,6.527629,0.373737,0,0,0,0,74.584564,181.208248,46.144402,5.347519,0.382546,0,0,0,0,234.314319,569.42582,145.039016,16.799728,1.201804,0,0,0,0,11.87218,49.873481,21.171921,3.464107,0.307587,0,0,0,0
FCQ4012,Full,156,398,966.875065,0.411635,296.239551,0.360265,0.30527,2.143589,1771.77169,129.933781,1093.222903,4.321,323.803155,427.013422,182.300895,21.855607,6.983024,1.966631,1.084894,1.074622,0.792815,59.593978,148.193505,106.25278,18.056675,7.750329,2.653963,1.756385,2.009429,1.653114,187.251851,465.659172,333.875054,56.726717,24.348375,8.33767,5.517848,6.312806,5.193412,9.059372,42.416555,49.160829,11.79701,6.780175,2.819029,2.238213,2.954275,2.708322
FBR3362,Full,223,553,1161.205461,0.476229,267.796955,0.272041,0.239473,0.846667,2138.966173,82.343575,984.274787,5.131,633.954433,442.546231,79.774317,4.93048,0,0,0,0,0,114.061931,147.314721,48.126153,3.786384,0,0,0,0,0,358.336123,462.850619,151.192768,11.895277,0,0,0,0,0,16.859626,40.103288,23.095685,2.284976,0,0,0,0,0
FBI0246,Full,256,602,1384.162003,0.43492,276.551418,0.235311,0.239473,0.838157,2585.353094,67.859183,1013.018401,3.897,897.152278,459.713876,26.403841,0.892009,0,0,0,0,0,164.345978,142.303011,15.02835,0.702795,0,0,0,0,0,516.308118,447.217336,47.285053,2.207894,0,0,0,0,0,24.648672,35.970318,6.804535,0.435658,0,0,0,0,0
FBQ2034,Full,46,58,384.71799,0.15076,103.508754,0.29752,0.254,0.965349,750.708786,33.111257,357.931739,3.105,169.232961,175.355647,34.413866,5.715516,0,0,0,0,0,30.028539,59.047329,20.183183,4.67416,0,0,0,0,0,94.337438,185.502656,63.407339,14.684307,0,0,0,0,0,4.387625,16.298211,9.411835,3.013585,0,0,0,0,0
FBJ6221,Full,205,440,919.170419,0.478693,224.542562,0.297983,0.254,1.295151,1667.454349,81.370931,852.653122,3.629,440.544796,386.361336,67.49692,20.36543,3.985867,0.41607,0,0,0,81.562227,128.015246,40.080105,16.846143,4.350884,0.530323,0,0,0,256.251218,402.228058,125.915362,52.92372,13.668706,1.666058,0,0,0,12.358813,34.794639,18.929831,11.014371,3.742317,0.53096,0,0,0
FBN8285,Full,107,235,614.712528,0.382293,122.537389,0.231434,0.239473,0.682604,1152.329774,28.462369,444.37442,2.794,409.878053,198.810592,6.023884,0,0,0,0,0,0,77.196432,60.87961,3.372728,0,0,0,0,0,0,242.519744,191.258937,10.595739,0,0,0,0,0,0,11.818591,15.151217,1.492562,0,0,0,0,0,0
FCK8784,Full,99,177,544.592527,0.325014,134.65206,0.277841,0.254,0.838157,1045.000055,36.687523,475.074882,4.864,205.989171,323.84273,14.097819,0.662807,0,0,0,0,0,40.393288,102.277718,8.036126,0.513901,0,0,0,0,0,126.899256,321.314927,25.246233,1.614466,0,0,0,0,0,6.456623,26.28668,3.630982,0.313238,0,0,0,0,0
FCW1015,Full,149,333,830.649605,0.400891,227.530011,0.326452,0.254,1.135923,1511.850708,88.879016,847.161427,5.597,361.338989,324.013701,118.824697,25.181675,1.290544,0,0,0,0,67.954096,107.512634,72.508545,20.242179,1.350884,0,0,0,0,213.484088,337.808674,228.032058,63.59268,4.243927,0,0,0,0,10.455898,29.237166,35.241534,12.832559,1.111858,0,0,0,0
FCO4501,Full,90,122,490.106341,0.248926,111.83311,0.255907,0.239473,0.598684,946.197956,27.432873,392.887791,2.089,256.534707,226.219129,7.352506,0,0,0,0,0,0,51.402938,69.705308,3.936616,0,0,0,0,0,0,161.487092,219.033456,12.367243,0,0,0,0,0,0,8.323813,17.449235,1.659825,0,0,0,0,0,0
FCS7407,Full,120,196,629.694274,0.311262,150.671742,0.272705,0.254,0.957894,1190.181791,40.605331,536.869275,3.356,260.731082,353.345628,13.528188,2.089376,0,0,0,0,0,52.025895,109.385029,7.693562,1.76839,0,0,0,0,0,163.44417,343.699505,24.170037,5.555562,0,0,0,0,0,8.404114,27.548128,3.472177,1.180911,0,0,0,0,0
