SCAN FILE, #, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 5.98, 0.06, 9.5, 663
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 6.10, 0.11, 3.9, 433
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 6.23, 0.11, 11.3, 1782
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 6.46, 0.14, 2.6, 146
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 6.56, 0.08, 14.9, 980
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 6.91, 0.10, 3.8, 379
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 7.14, 0.04, 18.7, 2648
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 7.38, 0.07, 7.0, 659
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 7.58, 0.06, 25.9, 774
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 8.00, 0.01, 17.2, 638
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 8.48, 0.10, 4.9, 318
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 8.69, 0.05, 6.7, 346
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 8.81, 0.03, 9.7, 641
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 8.88, 0.04, 28.0, 1211
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 9.01, 0.03, 25.7, 578
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 9.29, 0.05, 6.6, 818
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 9.33, 0.13, 3.8, 442
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 9.50, 0.08, 6.0, 382
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 9.62, 0.08, 8.1, 1235
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 9.64, 0.17, 2.5, 191
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 9.73, 0.09, 4.5, 449
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 9.85, 0.03, 8.9, 504
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 10.16, 0.05, 5.3, 349
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 10.40, 0.04, 5.9, 236
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 10.47, 0.06, 4.9, 251
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 10.83, 0.04, 8.3, 369
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 11.07, 0.05, 40.2, 2455
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 11.38, 0.10, 3.7, 292
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 11.44, 0.05, 6.4, 669
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 11.53, 0.03, 16.7, 903
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 11.61, 0.06, 4.9, 315
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 11.67, 0.15, 5.8, 982
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 11.95, 0.07, 3.4, 118
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 12.06, 0.05, 7.8, 445
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 12.24, 0.04, 5.9, 321
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 12.32, 0.08, 3.1, 195
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 12.60, 0.08, 4.2, 353
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 12.72, 0.06, 5.5, 725
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 12.80, 0.09, 2.9, 103
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 12.93, 0.06, 4.1, 237
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 13.01, 0.04, 37.0, 2367
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 13.16, 0.04, 5.3, 219
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 13.26, 0.06, 4.0, 432
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 13.40, 0.05, 30.6, 2261
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 13.84, 0.08, 4.2, 359
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 13.95, 0.05, 6.2, 236
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 14.16, 0.07, 3.9, 549
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 14.34, 0.07, 7.8, 639
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 14.48, 0.09, 4.5, 297
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 14.58, 0.07, 5.2, 170
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 14.69, 0.12, 3.8, 569
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 14.85, 0.08, 13.9, 1366
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 15.00, 0.05, 9.8, 737
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 15.44, 0.04, 43.1, 2863
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 15.63, 0.05, 8.9, 348
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 15.71, 0.06, 4.3, 303
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 15.90, 0.07, 6.9, 541
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 15.99, 0.10, 2.8, 179
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 16.13, 0.09, 7.0, 332
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 16.33, 0.14, 3.0, 278
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 16.46, 0.02, 32.2, 2892
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 16.59, 0.18, 2.5, 166
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 16.71, 0.05, 10.4, 957
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 16.77, 0.15, 3.0, 195
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 16.81, 0.07, 14.9, 1778
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 17.00, 0.04, 9.6, 1016
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 17.11, 0.09, 7.0, 590
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 17.36, 0.07, 13.6, 1029
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 17.53, 0.07, 12.5, 1422
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 17.60, 0.12, 6.9, 827
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 17.73, 0.01, 12.5, 499
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 17.88, 0.05, 5.2, 774
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 17.99, 0.09, 7.7, 1460
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 18.06, 0.19, 3.6, 381
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 18.21, 0.14, 5.4, 488
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 18.24, 0.01, 14.1, 857
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 18.26, 0.09, 7.1, 672
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 18.39, 0.16, 3.3, 285
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 18.57, 0.08, 5.6, 779
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 18.71, 0.07, 9.3, 1217
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 18.83, 0.03, 17.1, 1157
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 19.02, 0.09, 10.2, 1750
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 19.29, 0.07, 33.1, 1715
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 19.50, 0.07, 26.7, 3040
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 19.68, 0.06, 8.5, 717
site3-2-ROOT_PFTC_SITE3_0002, , DETECT, 19.91, 0.06, 6.0, 881
site3-2-ROOT_PFTC_SITE3_0002, -, MARKER, 0.66, -, -, -
site3-2-ROOT_PFTC_SITE3_0002, -, MARKER, 17.18, -, -, -

TBA Density Info
# Total Detections = 125, 6.24, #/m
Zone 1: 0-20 cm
# Detections = 124, 6.19, #/m
Zone 2: 20-41 cm
# Detections = 1, 0.05, #/m
Zone 3: 41 cm -
# Detections = 0, 0.00, #/m
