SCAN FILE, #, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 7.15, 0.06, 3.3, 416
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 7.38, 0.06, 5.7, 963
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 7.53, 0.06, 3.6, 297
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 7.69, 0.02, 5.5, 499
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 7.97, 0.05, 3.7, 468
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 8.06, 0.10, 3.2, 345
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 8.07, 0.03, 8.0, 1201
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 8.26, 0.04, 4.1, 249
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 8.35, 0.05, 12.5, 845
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 8.53, 0.05, 4.5, 634
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 8.59, 0.04, 4.2, 362
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 8.65, 0.05, 4.5, 699
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 8.77, 0.04, 2.9, 92
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 8.96, 0.06, 2.6, 312
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 9.10, 0.04, 7.6, 468
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 9.17, 0.02, 10.9, 987
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 9.42, 0.06, 7.3, 2128
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 9.50, 0.05, 5.0, 531
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 9.80, 0.05, 7.2, 357
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 10.03, 0.03, 16.5, 839
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 10.20, 0.04, 3.2, 235
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 10.30, 0.03, 2.8, 149
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 10.39, 0.01, 27.8, 934
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 10.52, 0.04, 4.5, 348
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 10.61, 0.06, 3.1, 447
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 10.85, 0.06, 6.3, 607
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 11.02, 0.05, 5.5, 383
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 11.46, 0.04, 8.8, 3745
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 11.52, 0.14, 2.7, 191
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 11.57, 0.11, 4.3, 397
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 11.73, 0.04, 4.2, 703
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 11.80, 0.11, 2.4, 155
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 11.94, 0.14, 2.7, 339
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 11.95, 0.04, 4.7, 750
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 12.14, 0.05, 6.1, 2485
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 12.38, 0.01, 35.0, 625
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 12.50, 0.06, 9.0, 1542
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 12.61, 0.04, 28.2, 760
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 12.80, 0.07, 2.2, 166
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 13.04, 0.07, 4.5, 1156
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 13.11, 0.14, 2.3, 154
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 13.26, 0.15, 2.5, 252
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 13.30, 0.02, 11.0, 1268
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 13.35, 0.09, 2.8, 143
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 13.56, 0.04, 3.3, 524
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 13.63, 0.04, 13.3, 490
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 13.77, 0.02, 24.0, 1280
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 13.85, 0.05, 4.8, 900
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 14.32, 0.04, 8.9, 1854
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 14.49, 0.05, 7.4, 1506
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 14.78, 0.05, 4.5, 441
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 14.90, 0.07, 2.9, 231
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 15.02, 0.05, 6.9, 490
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 15.12, 0.08, 5.6, 1068
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 15.29, 0.07, 3.1, 235
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 15.47, 0.05, 3.8, 319
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 15.58, 0.05, 3.0, 188
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 15.66, 0.06, 7.3, 1645
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 15.74, 0.02, 12.5, 576
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 15.86, 0.04, 5.1, 465
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 15.99, 0.05, 14.1, 2139
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 16.19, 0.06, 9.9, 3027
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 16.29, 0.06, 6.3, 391
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 16.35, 0.06, 5.5, 552
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 16.60, 0.04, 19.5, 899
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 16.71, 0.08, 3.3, 281
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 16.88, 0.08, 4.4, 683
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 16.98, 0.02, 17.7, 3346
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 17.01, 0.08, 12.7, 1742
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 17.21, 0.09, 4.3, 576
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 17.42, 0.06, 11.9, 1851
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 17.59, 0.05, 7.3, 889
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 17.83, 0.04, 4.3, 768
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 17.95, 0.09, 2.3, 148
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.05, 0.03, 11.4, 1380
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.15, 0.07, 3.5, 311
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.24, 0.04, 10.1, 2317
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.50, 0.02, 16.3, 3402
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.52, 0.06, 7.1, 1018
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.58, 0.11, 2.1, 179
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.64, 0.02, 6.6, 552
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.75, 0.06, 3.7, 272
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.88, 0.09, 3.0, 194
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 18.91, 0.02, 9.9, 941
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 19.08, 0.05, 12.8, 1406
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 19.20, 0.04, 5.0, 384
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 19.46, 0.12, 3.2, 298
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 19.50, 0.07, 6.7, 1564
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 19.57, 0.01, 16.5, 547
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 19.62, 0.04, 16.8, 1423
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 19.69, 0.09, 6.7, 2398
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 19.84, 0.03, 7.5, 1320
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, , DETECT, 20.00, 0.04, 6.9, 210
site4-1-ROOT_PFTC_SITE4_(nogp)_0003, -, MARKER, 6.18, -, -, -

TBA Density Info
# Total Detections = 135, 6.73, #/m
Zone 1: 0-20 cm
# Detections = 135, 6.73, #/m
Zone 2: 20-41 cm
# Detections = 0, 0.00, #/m
Zone 3: 41 cm -
# Detections = 0, 0.00, #/m
