date,elevation_m_asl,site_id,aspect,scan_file,type,variable,value,unit
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,amplitude,NA,dB
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,pixel_count,NA,count
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,position,3.52,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,depth,NA,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,amplitude,NA,dB
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,pixel_count,NA,count
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,position,4.66,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,depth,NA,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,amplitude,NA,dB
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,pixel_count,NA,count
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,position,6.95,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,depth,NA,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,amplitude,NA,dB
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,pixel_count,NA,count
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,position,8.18,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,depth,NA,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,amplitude,NA,dB
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,pixel_count,NA,count
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,position,10.44,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,depth,NA,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,amplitude,NA,dB
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,pixel_count,NA,count
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,position,11.62,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,depth,NA,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,amplitude,NA,dB
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,pixel_count,NA,count
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,position,13.88,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,depth,NA,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,amplitude,NA,dB
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,pixel_count,NA,count
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,position,15.08,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,depth,NA,m
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,amplitude,NA,dB
14/12/2023,2000,1,west,ROOT_PFTC7_SITE1_(nogp)_plot_w,marker,pixel_count,NA,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,0,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.02,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,15.8,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,179,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,0.01,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.12,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.3,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,543,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,0.18,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.1,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.7,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,173,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,0.29,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.08,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.5,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,221,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,0.4,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.04,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,12.2,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,851,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,0.48,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.08,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.9,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1094,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,0.97,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.04,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,42,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1573,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,1.09,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.06,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,16,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1508,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,1.21,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.05,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.9,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,210,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,1.28,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.08,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,5.5,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1142,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,1.36,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.05,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.9,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,547,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,1.43,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.1,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,486,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,1.62,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.09,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.4,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,583,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,1.71,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.13,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.4,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,311,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,1.95,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.07,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.7,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1148,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,1.99,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.13,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.4,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,445,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,2.19,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.12,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.8,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1472,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,2.29,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.13,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,4.5,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,585,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,2.67,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.07,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,6.1,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1225,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,2.8,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.06,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,497,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,3,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.13,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.3,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,196,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,3.16,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.09,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.5,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,139,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,3.56,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.09,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.8,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,311,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,3.67,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.08,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,5.1,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1042,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,3.95,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.06,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,6.1,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1163,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,4.18,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.08,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,5.7,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1872,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,4.26,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.09,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.7,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,378,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,4.55,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.08,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.5,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1424,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,4.68,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.09,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.6,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,179,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,4.79,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.06,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,526,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,4.99,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.04,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,19.1,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,2140,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,5.36,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.08,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.7,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,424,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,5.39,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.03,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,35.6,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1398,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,5.55,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.09,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.2,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,335,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,5.62,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.09,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.6,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,377,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,5.75,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.05,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.2,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,522,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,5.95,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.08,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.6,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,499,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,6.44,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.1,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,7.3,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1335,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,6.55,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.04,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,40,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,3908,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,6.68,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.11,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.6,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,204,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,6.79,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.07,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.8,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,679,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,7.1,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.14,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.6,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,604,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,7.5,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.09,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.3,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,837,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,7.91,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.06,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,2.4,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,312,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,8.04,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.08,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.7,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,726,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,8.31,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.06,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,6.4,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,3249,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,8.48,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.1,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.9,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,499,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,8.55,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.11,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.4,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,476,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,8.7,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.12,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.6,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,260,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,9.21,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.11,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.9,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1185,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,9.28,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.14,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.4,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,242,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,9.39,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.05,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,5.5,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1811,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,9.6,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.06,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,8.4,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,1607,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,9.8,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.14,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.5,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,376,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,9.8,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.04,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,3.9,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,148,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,9.9,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,depth,0.11,m
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,amplitude,1.6,dB
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,pixel_count,446,count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,detect,position,10.21,m
