date,elevation_m_asl,site_id,aspect,scan_file,type,variable,value,unit
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,5.6,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,262,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,4.79,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.07,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,11.7,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1506,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,4.93,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.11,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.1,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,208,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,4.99,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.17,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,1.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,124,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,5.05,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.11,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.2,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,147,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,5.15,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,182,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,5.4,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,3.1,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,523,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,5.52,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.9,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,345,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,5.59,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.1,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,1.9,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,312,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,5.77,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.07,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,7.2,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1285,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,5.88,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.01,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,16.9,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1474,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,6.12,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.16,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.4,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,494,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,6.22,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.17,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,3.4,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1193,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,6.34,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.07,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,55.8,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,9486,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,6.4,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.14,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.3,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,330,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,6.75,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.6,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,272,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,6.89,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,3.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,954,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,7.17,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.1,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,283,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,7.24,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.16,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,1.7,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,246,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,7.29,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.01,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,9.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,320,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,7.31,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.1,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,536,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,7.39,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.07,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,12.1,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,2101,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,7.44,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.16,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,1.7,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,168,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,7.52,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.1,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,474,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,7.75,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.1,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.8,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,364,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,7.91,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.18,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,3,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,448,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,8.1,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.17,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,1.9,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,269,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,8.21,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.11,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,4.2,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1108,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,8.28,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.2,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,1.3,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,104,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,8.34,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.14,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,6.6,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1171,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,8.42,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.2,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,1.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,220,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,8.55,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.1,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,5.8,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1352,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,8.75,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.11,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,9,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1868,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,8.93,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.14,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,1.8,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,170,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,8.95,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.07,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,4.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,845,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,9.15,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.13,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.3,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,386,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,9.3,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,4.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,634,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,9.4,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,3.9,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,656,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,9.53,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,4.1,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,469,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,9.69,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.08,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,3.2,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,423,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,9.92,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,3.3,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,497,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,10.14,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.1,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,178,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,10.23,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.16,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.4,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,306,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,10.31,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.4,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,187,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,10.35,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.14,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.2,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,438,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,10.54,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.1,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,4.4,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1075,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,10.64,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,6.3,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,1278,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,10.76,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.08,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,4.7,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,678,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,10.84,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.05,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,11.4,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,2852,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,11.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.07,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,4.2,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,370,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,11.28,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.6,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,351,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,11.38,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.06,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.6,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,404,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,11.48,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.07,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,4.3,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,542,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,11.57,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.11,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,2.5,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,331,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,position,11.78,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,depth,0.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,amplitude,1.9,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,detect,pixel_count,199,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,position,0.04,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,depth,NA,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,amplitude,NA,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,pixel_count,NA,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,position,1.25,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,depth,NA,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,amplitude,NA,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,pixel_count,NA,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,position,3.89,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,depth,NA,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,amplitude,NA,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,pixel_count,NA,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,position,5.28,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,depth,NA,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,amplitude,NA,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,pixel_count,NA,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,position,7.93,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,depth,NA,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,amplitude,NA,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,pixel_count,NA,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,position,9.09,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,depth,NA,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,amplitude,NA,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,pixel_count,NA,count
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,position,11.63,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,depth,NA,m
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,amplitude,NA,dB
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,marker,pixel_count,NA,count
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,position,0,m
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,depth,0.04,m
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,amplitude,18,dB
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,pixel_count,723,count
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,position,0.08,m
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,depth,0.14,m
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,amplitude,3.9,dB
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,pixel_count,295,count
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,position,0.1,m
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,depth,0.03,m
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,amplitude,10,dB
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,pixel_count,582,count
9/12/2023,2400,3,west,ROOT_PFTC7_SITE3_(nogp)_plot_w,detect,position,0.18,m
