SCAN FILE, #, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 5.26, 0.06, 4.2, 691
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 5.35, 0.09, 1.5, 272
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 5.46, 0.09, 5.2, 1472
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 5.74, 0.11, 1.2, 141
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 5.96, 0.09, 1.6, 159
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 5.99, 0.04, 17.7, 4009
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 6.26, 0.18, 1.1, 103
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 7.17, 0.07, 2.2, 289
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 7.31, 0.07, 3.1, 536
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 7.51, 0.05, 16.3, 1598
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 7.96, 0.06, 9.2, 1720
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 8.33, 0.07, 2.4, 212
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 8.42, 0.11, 3.0, 482
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 8.54, 0.05, 5.0, 664
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 8.67, 0.07, 2.8, 403
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 8.83, 0.09, 1.9, 365
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 8.94, 0.10, 1.8, 187
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 9.08, 0.09, 1.4, 129
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 9.11, 0.04, 5.7, 635
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 9.20, 0.09, 1.2, 169
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 9.27, 0.07, 3.3, 268
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 9.54, 0.04, 46.9, 4495
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 9.61, 0.09, 2.5, 1089
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 9.73, 0.06, 2.4, 155
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 10.05, 0.08, 2.9, 567
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 10.10, 0.08, 4.7, 722
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 10.30, 0.05, 4.2, 602
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 10.39, 0.03, 5.1, 213
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 10.41, 0.10, 1.6, 142
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 10.75, 0.08, 2.7, 543
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 10.88, 0.03, 10.7, 1015
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 10.98, 0.07, 2.6, 311
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 11.13, 0.07, 2.5, 417
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 11.50, 0.09, 1.9, 258
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 11.66, 0.05, 30.5, 3679
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 11.81, 0.06, 3.3, 726
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 12.09, 0.06, 2.4, 355
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 12.35, 0.07, 2.5, 518
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 12.45, 0.05, 2.8, 129
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 12.57, 0.07, 2.3, 431
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 13.68, 0.07, 2.4, 231
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 13.80, 0.10, 14.0, 3782
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 14.06, 0.08, 2.2, 492
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 14.44, 0.08, 14.5, 3580
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 14.68, 0.07, 3.7, 254
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 14.77, 0.08, 1.9, 467
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 15.02, 0.07, 4.3, 997
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 15.65, 0.07, 3.2, 403
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 15.73, 0.12, 1.4, 242
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 15.86, 0.06, 11.9, 1440
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 15.90, 0.11, 2.1, 523
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 16.03, 0.06, 3.5, 608
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 16.68, 0.07, 3.0, 954
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 17.04, 0.09, 1.3, 106
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 17.13, 0.05, 15.5, 1157
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 17.46, 0.04, 6.2, 338
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 17.75, 0.04, 6.6, 979
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 17.85, 0.07, 1.6, 116
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 17.93, 0.06, 3.3, 337
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 18.10, 0.05, 4.2, 291
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 18.20, 0.07, 2.4, 841
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 18.95, 0.06, 4.7, 1195
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 19.12, 0.02, 46.8, 3116
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 19.40, 0.09, 1.8, 179
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 19.48, 0.05, 8.8, 360
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 19.62, 0.08, 1.9, 259
ROOT_PFTC7_SITE2_(nogp)_0003, , DETECT, 19.76, 0.05, 7.6, 422

TBA Density Info
# Total Detections = 98, 4.88, #/m
Zone 1: 0-20 cm
# Detections = 98, 4.88, #/m
Zone 2: 20-41 cm
# Detections = 0, 0.00, #/m
Zone 3: 41 cm -
# Detections = 0, 0.00, #/m
