SCAN FILE, #, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 4.39, 0.03, 26.8, 493
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 4.51, 0.08, 3.4, 817
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 4.72, 0.10, 8.1, 921
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 4.98, 0.09, 2.0, 935
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 5.04, 0.03, 20.1, 3415
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 5.11, 0.09, 8.7, 997
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 5.19, 0.08, 1.5, 144
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 5.31, 0.10, 2.9, 1211
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 5.56, 0.10, 1.6, 316
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 5.87, 0.07, 4.8, 2008
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 5.92, 0.12, 1.6, 240
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 6.01, 0.06, 2.9, 565
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 6.40, 0.08, 1.3, 209
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 6.46, 0.03, 24.8, 1921
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 6.53, 0.09, 1.4, 173
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 6.70, 0.06, 4.2, 1377
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 6.88, 0.07, 3.3, 571
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 7.04, 0.06, 2.6, 651
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 7.27, 0.09, 3.1, 1544
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 7.51, 0.04, 16.2, 1695
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 7.54, 0.08, 1.1, 208
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 7.92, 0.08, 4.4, 442
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.00, 0.13, 1.5, 258
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.16, 0.10, 4.3, 2161
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.25, 0.13, 1.9, 459
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.35, 0.05, 7.5, 861
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.39, 0.14, 1.4, 294
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.45, 0.11, 1.7, 238
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.57, 0.05, 2.1, 497
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.64, 0.10, 1.8, 341
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.69, 0.02, 28.9, 2510
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 8.79, 0.08, 3.1, 929
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 9.06, 0.13, 1.2, 306
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 9.16, 0.09, 1.4, 319
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 9.28, 0.06, 10.1, 1579
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 9.40, 0.07, 3.0, 651
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 9.57, 0.06, 2.1, 292
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 9.79, 0.06, 2.4, 210
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 9.80, 0.11, 1.1, 133
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 10.01, 0.03, 1.7, 68
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 10.09, 0.05, 28.2, 1286
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 10.25, 0.07, 41.5, 4229
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 10.37, 0.07, 2.1, 322
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 10.49, 0.05, 5.8, 1032
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 10.64, 0.08, 2.1, 439
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 10.77, 0.06, 1.8, 125
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 10.99, 0.09, 2.4, 618
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 11.15, 0.11, 1.5, 435
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 11.15, 0.04, 2.7, 519
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 11.24, 0.03, 15.5, 1488
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 11.65, 0.09, 2.4, 296
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 12.03, 0.08, 1.6, 359
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 12.22, 0.06, 1.5, 216
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 12.36, 0.07, 21.8, 1267
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 12.52, 0.09, 1.5, 155
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 12.73, 0.07, 2.4, 257
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 12.92, 0.06, 3.7, 917
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 13.37, 0.08, 2.3, 606
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 13.42, 0.03, 14.7, 1888
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 13.59, 0.10, 1.6, 735
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 13.83, 0.07, 2.2, 226
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 13.96, 0.04, 2.8, 504
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 14.08, 0.07, 4.2, 346
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 14.25, 0.05, 4.1, 874
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 14.40, 0.08, 3.7, 1376
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 14.55, 0.06, 1.8, 307
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 14.62, 0.09, 4.2, 1432
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 14.77, 0.05, 14.4, 1248
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 14.98, 0.11, 3.4, 1081
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 15.30, 0.06, 11.5, 1924
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 15.34, 0.12, 1.3, 159
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 15.44, 0.04, 13.1, 1103
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 15.46, 0.14, 1.2, 365
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 15.59, 0.08, 3.2, 642
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 15.77, 0.03, 26.9, 2282
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 15.88, 0.07, 2.2, 1912
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 16.17, 0.06, 1.7, 387
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 16.44, 0.10, 4.6, 701
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 16.67, 0.05, 2.0, 536
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 16.93, 0.06, 1.3, 144
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 17.07, 0.06, 5.9, 812
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 17.20, 0.06, 2.5, 302
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 17.26, 0.11, 1.8, 1252
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 17.38, 0.08, 2.6, 246
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 17.49, 0.10, 1.5, 190
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 17.58, 0.08, 2.0, 434
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 17.94, 0.08, 1.3, 122
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 18.03, 0.08, 3.3, 372
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 18.17, 0.06, 2.6, 120
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 18.26, 0.05, 5.5, 792
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 18.33, 0.08, 3.3, 556
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 18.44, 0.11, 1.7, 483
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 18.81, 0.12, 2.1, 892
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 18.97, 0.14, 1.3, 287
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 19.01, 0.07, 3.5, 845
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 19.23, 0.08, 3.0, 553
ROOT_PFTC7_SITE1_(nogp)_0002, , DETECT, 19.47, 0.03, 26.8, 1485

TBA Density Info
# Total Detections = 125, 6.38, #/m
Zone 1: 0-20 cm
# Detections = 125, 6.38, #/m
Zone 2: 20-41 cm
# Detections = 0, 0.00, #/m
Zone 3: 41 cm -
# Detections = 0, 0.00, #/m
