SCAN FILE, #, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 11.35, 0.10, 4.8, 500
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 11.45, 0.07, 5.5, 808
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 11.57, 0.11, 5.2, 549
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 12.03, 0.04, 32.7, 2516
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 12.36, 0.12, 3.5, 494
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 12.41, 0.06, 9.8, 1112
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 12.53, 0.13, 3.6, 383
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 12.62, 0.08, 11.0, 1635
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 12.78, 0.06, 8.2, 467
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 12.84, 0.01, 35.2, 2331
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 12.96, 0.12, 5.0, 933
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 13.08, 0.15, 2.4, 196
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 13.16, 0.04, 18.9, 1068
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 13.23, 0.09, 5.1, 216
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 13.36, 0.11, 4.0, 458
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 13.57, 0.02, 21.5, 809
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 13.66, 0.07, 4.3, 602
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 13.77, 0.11, 2.2, 80
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 14.09, 0.07, 8.3, 771
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 14.20, 0.10, 7.9, 1033
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 14.42, 0.09, 9.6, 1319
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 14.52, 0.06, 11.3, 1657
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 14.75, 0.07, 4.6, 785
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 14.84, 0.03, 8.4, 318
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 15.08, 0.06, 6.3, 570
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 15.21, 0.04, 24.2, 1517
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 15.31, 0.08, 11.6, 1265
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 15.42, 0.11, 3.4, 537
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 15.51, 0.17, 2.2, 133
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 15.57, 0.06, 14.8, 1157
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 15.83, 0.04, 11.8, 587
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 16.12, 0.05, 11.0, 434
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 16.36, 0.19, 4.7, 387
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 16.39, 0.06, 4.5, 846
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 16.58, 0.11, 4.6, 507
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 16.71, 0.08, 10.6, 1484
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 16.97, 0.11, 7.7, 629
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 17.07, 0.05, 4.4, 202
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 17.25, 0.05, 6.8, 227
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 17.34, 0.09, 3.8, 275
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 17.56, 0.04, 19.8, 984
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 17.87, 0.09, 11.8, 1046
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 17.99, 0.04, 12.5, 412
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 18.20, 0.02, 51.3, 1958
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 18.33, 0.07, 4.1, 166
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 18.41, 0.02, 23.6, 1306
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 18.49, 0.08, 12.8, 1568
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 18.57, 0.05, 39.0, 1136
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 18.87, 0.16, 2.1, 102
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 19.04, 0.09, 13.6, 2456
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 19.14, 0.17, 2.6, 138
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 19.26, 0.08, 6.9, 712
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 19.31, 0.02, 10.8, 1162
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 19.42, 0.17, 3.2, 346
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 19.54, 0.12, 5.0, 745
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 19.64, 0.05, 7.5, 529
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 19.80, 0.05, 6.6, 847
site3-1-ROOT_PFTC_SITE3_0001, , DETECT, 19.90, 0.07, 20.9, 2010
site3-1-ROOT_PFTC_SITE3_0001, -, MARKER, 11.63, -, -, -

TBA Density Info
# Total Detections = 115, 5.64, #/m
Zone 1: 0-20 cm
# Detections = 115, 5.64, #/m
Zone 2: 20-41 cm
# Detections = 0, 0.00, #/m
Zone 3: 41 cm -
# Detections = 0, 0.00, #/m
