SCAN FILE, #, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
ROOT_SITE3_WEST_PLOT_0002, -, MARKER, 5.28, -, -, -
ROOT_SITE3_WEST_PLOT_0002, -, MARKER, 7.93, -, -, -
ROOT_SITE3_WEST_PLOT_0002, -, MARKER, 9.09, -, -, -
ROOT_SITE3_WEST_PLOT_0002, -, MARKER, 11.63, -, -, -

TBA Density Info
# Total Detections = 94, 7.75, #/m
Zone 1: 0-20 cm
# Detections = 93, 7.67, #/m
Zone 2: 20-41 cm
# Detections = 1, 0.08, #/m
Zone 3: 41 cm -
# Detections = 0, 0.00, #/m
