SCAN FILE, #, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 5.63, 0.03, 15.8, 1867
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 5.68, 0.06, 2.0, 168
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 6.18, 0.09, 15.3, 7556
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 6.38, 0.11, 1.3, 568
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 6.74, 0.08, 2.3, 455
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 6.86, 0.08, 2.6, 296
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 7.12, 0.13, 1.4, 332
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 7.19, 0.08, 3.6, 1730
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 7.37, 0.10, 2.1, 450
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 7.54, 0.13, 2.4, 559
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 7.74, 0.12, 1.8, 670
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 7.92, 0.06, 1.6, 202
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 8.09, 0.10, 2.1, 908
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 8.23, 0.06, 2.2, 250
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 8.54, 0.07, 3.8, 1758
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 8.70, 0.05, 3.2, 622
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 8.79, 0.07, 23.9, 2746
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 9.02, 0.07, 4.2, 1357
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 9.23, 0.05, 1.9, 544
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 9.36, 0.05, 2.4, 545
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 9.44, 0.03, 2.7, 474
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 9.68, 0.06, 4.4, 3115
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 9.84, 0.16, 1.0, 247
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 10.02, 0.10, 2.1, 738
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 10.20, 0.04, 13.0, 2505
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 10.40, 0.04, 6.4, 1301
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 10.45, 0.09, 1.2, 141
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 10.57, 0.06, 3.8, 906
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 10.64, 0.11, 2.5, 667
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 10.70, 0.06, 4.9, 819
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 10.82, 0.08, 2.2, 475
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 10.87, 0.02, 21.8, 1965
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 11.01, 0.07, 1.4, 289
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 11.13, 0.02, 33.9, 427
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 11.20, 0.10, 1.8, 305
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 11.22, 0.05, 3.4, 669
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 11.36, 0.09, 2.3, 644
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 11.53, 0.02, 47.8, 3653
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 11.61, 0.11, 8.3, 4330
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 11.76, 0.11, 4.2, 978
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 11.94, 0.06, 3.3, 570
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 12.04, 0.06, 2.3, 293
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 12.14, 0.04, 20.4, 601
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 12.23, 0.09, 3.6, 1393
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 12.34, 0.05, 3.6, 705
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 12.68, 0.06, 2.6, 404
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 12.79, 0.04, 36.2, 2299
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 12.99, 0.06, 2.7, 1194
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 13.21, 0.06, 2.1, 227
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 13.31, 0.03, 54.0, 8540
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 13.41, 0.12, 1.0, 166
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 13.64, 0.08, 3.5, 727
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 13.76, 0.06, 7.2, 1850
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 13.84, 0.11, 1.4, 231
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 14.02, 0.04, 4.0, 269
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 14.10, 0.02, 17.3, 2269
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 14.31, 0.05, 5.1, 1429
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 14.79, 0.08, 1.2, 208
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 14.89, 0.13, 1.3, 410
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 14.89, 0.06, 5.4, 582
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 14.99, 0.08, 3.7, 473
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 15.20, 0.08, 3.8, 903
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 15.37, 0.05, 10.5, 5408
ROOT_PFTC_SITE4_(nogp)_0006, , DETECT, 16.04, 0.07, 4.1, 877
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 0.00, -, -, -
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 1.22, -, -, -
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 3.89, -, -, -
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 5.05, -, -, -
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 7.89, -, -, -
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 8.88, -, -, -
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 11.49, -, -, -
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 12.75, -, -, -
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 15.19, -, -, -
ROOT_PFTC_SITE4_(nogp)_0006, -, MARKER, 16.49, -, -, -

TBA Density Info
# Total Detections = 102, 6.13, #/m
Zone 1: 0-20 cm
# Detections = 102, 6.13, #/m
Zone 2: 20-41 cm
# Detections = 0, 0.00, #/m
Zone 3: 41 cm -
# Detections = 0, 0.00, #/m
